Contig,Breadth,Depth avg,Depth median,readsGB,type,count,std,min,25%,75%,max,count_nonzero,count_unique,count_unique_nonzero,expected_value,expected_value_int,err,AE,RAE,std_res
NC_014328.1.region004,0.996245872721516,6.885862162898393,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_CP053893.1.region001,0.9980520384026716,6.050885264185139,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_LT906470.1.region001,0.9954429802908896,6.4641208560637855,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_CP053893.1.region004,0.99923461577712,7.251340448348057,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_CP053893.1.region003,0.9988231832892028,6.967550319096711,7.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-0.414078540358922,0.414078540358922,0.05585030399999999,-0.21839962938334342
NZ_CP053893.1.region002,0.9991946038457666,35.797682619647354,7.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-0.414078540358922,0.414078540358922,0.05585030399999999,-0.21839962938334342
NZ_CP053893.1.region005,0.998167777104785,6.307665468226157,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NC_014328.1.region003,0.9995663068619892,6.397579906474474,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_CP053893.1.region006,0.998169556840077,7.859086960718077,7.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-0.414078540358922,0.414078540358922,0.05585030399999999,-0.21839962938334342
NC_014328.1.region001,0.995923314235346,6.4868348268613785,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NC_014328.1.region005,0.9996757908387754,7.004401408450704,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_LT906470.1.region002,0.999721051326556,6.833824213300264,7.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-0.414078540358922,0.414078540358922,0.05585030399999999,-0.21839962938334342
NZ_LT906470.1.region003,0.9983467278989668,6.175031050186301,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NC_014328.1.region002,0.9990546714983456,6.294485622667297,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_LT906445.1.region001,0.9988489871086556,5.928232311592533,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NZ_CP020566.1.region001,0.999033193683532,6.43405529953917,6.0,0.125,mapping_MapQ30,,,,,,,,,,7.414078540358922,7.0,-1.414078540358922,1.414078540358922,0.190728832,-0.7458349057780953
NC_014328.1.region004,1.0,10.756388800940794,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_CP053893.1.region001,1.0,10.423449747228792,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_LT906470.1.region001,1.0,11.596324004101318,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NZ_CP053893.1.region004,1.0,12.316511888968265,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NZ_CP053893.1.region003,1.0,10.815926252819455,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_CP053893.1.region002,0.9998993254807208,58.52557390253725,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NZ_CP053893.1.region005,0.999969715324046,10.72918622611224,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NC_014328.1.region003,1.0,11.072137625289129,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NZ_CP053893.1.region006,1.0,12.602986512524083,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NC_014328.1.region001,1.0,10.88216174526223,11.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-1.4556519478029895,1.4556519478029895,0.11686678095238098,-0.7677621874240286
NC_014328.1.region005,1.0,11.5205409661433,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_LT906470.1.region002,1.0,11.207289858666003,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_LT906470.1.region003,0.9999540757749712,10.257279323964362,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NC_014328.1.region002,1.0,10.487526915603173,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_LT906445.1.region001,1.0,9.961003683241252,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NZ_CP020566.1.region001,1.0,10.174807789696606,10.0,0.21,mapping_MapQ30,,,,,,,,,,12.45565194780299,12.0,-2.4556519478029895,2.4556519478029895,0.19715161904761908,-1.2951974638187804
NC_014328.1.region004,0.911664932832783,2.809833300257988,3.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,0.330931725470788,0.330931725470788,0.1239877333333333,0.17454506609147719
NZ_CP053893.1.region001,0.906312323176105,2.562509595210071,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_LT906470.1.region001,0.9190749249990506,2.61837864639286,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_CP053893.1.region004,0.9035615879171344,2.705048565620059,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_CP053893.1.region003,0.8837893498087673,2.436473590767865,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_CP053893.1.region002,0.9131682271217156,14.056226227881597,3.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,0.330931725470788,0.330931725470788,0.1239877333333333,0.17454506609147719
NZ_CP053893.1.region005,0.8797849788007268,2.461799280563157,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NC_014328.1.region003,0.9052621434078644,2.8251889705099544,3.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,0.330931725470788,0.330931725470788,0.1239877333333333,0.17454506609147719
NZ_CP053893.1.region006,0.8857418111753372,3.420219708505547,3.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,0.330931725470788,0.330931725470788,0.1239877333333333,0.17454506609147719
NC_014328.1.region001,0.868334067871309,2.1876030960538,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NC_014328.1.region005,0.9101477467463296,2.9299781181619258,3.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,0.330931725470788,0.330931725470788,0.1239877333333333,0.17454506609147719
NZ_LT906470.1.region002,0.9092796925365731,2.682073831680131,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_LT906470.1.region003,0.9092078071182548,2.64375189413072,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NC_014328.1.region002,0.923270836615724,2.575028441410694,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_LT906445.1.region001,0.9046040515653776,2.576038273615635,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NZ_CP020566.1.region001,0.899820450255513,2.583422870299309,2.0,0.045,mapping_MapQ30,,,,,,,,,,2.669068274529212,3.0,-0.669068274529212,0.669068274529212,0.2506748444444445,-0.35289021030327467
NC_014328.1.region004,0.9996381564068932,8.006651282747386,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_CP053893.1.region001,0.9988404990492092,7.391948365527488,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_LT906470.1.region001,0.9996961986860592,7.531813865147199,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_CP053893.1.region004,0.9996428206959894,7.78699402786994,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_CP053893.1.region003,0.9999509659703836,7.689893590938067,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_CP053893.1.region002,0.9996979764421624,41.55302114803625,9.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,0.39966889318364984,0.39966889318364984,0.04647133793103442,0.2107994731427029
NZ_CP053893.1.region005,0.9988037552998182,7.449038067949242,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NC_014328.1.region003,0.9999036237471088,7.752481927710844,8.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-0.6003311068163502,0.6003311068163502,0.06980325517241386,-0.31663580325204893
NZ_CP053893.1.region006,0.9996628131021196,8.95316339806293,8.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-0.6003311068163502,0.6003311068163502,0.06980325517241386,-0.31663580325204893
NC_014328.1.region001,0.999118554429264,7.145125716806352,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NC_014328.1.region005,0.999722106433236,8.201065554783414,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_LT906470.1.region002,0.9999380114059012,7.9848738453908625,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_LT906470.1.region003,0.9996326061997703,7.191160931685579,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NC_014328.1.region002,0.9996848904994484,7.031625952193328,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_LT906445.1.region001,0.9996316758747698,7.393515106853353,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NZ_CP020566.1.region001,0.9996316928318216,7.174641919587344,7.0,0.145,mapping_MapQ30,,,,,,,,,,8.60033110681635,9.0,-1.6003311068163502,1.6003311068163502,0.18607784827586213,-0.8440710796468007
NC_014328.1.region004,0.3885295580985119,1.2740395809080325,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP053893.1.region001,0.3452993831454942,1.3092008059100066,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_LT906470.1.region001,0.4509930505449436,1.364095655102728,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP053893.1.region004,0.4659148892744157,1.332384185740883,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP053893.1.region003,0.3908012160439345,1.3486825595984944,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP053893.1.region002,0.5180207389509716,5.837139247886503,3.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,2.4068737167712864,2.4068737167712864,4.0579448000000005,1.2694701040525271
NZ_CP053893.1.region005,0.4239400363416111,1.2738507697253276,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NC_014328.1.region003,0.381360832690825,1.2044478140005055,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP053893.1.region006,0.4614161849710982,1.2831193235202003,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NC_014328.1.region001,0.5061701189951521,1.3009360034828037,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NC_014328.1.region005,0.3824741790560881,1.3050375393557765,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_LT906470.1.region002,0.3926047607240268,1.2098365832478093,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_LT906470.1.region003,0.4181859931113662,1.2088732703711838,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NC_014328.1.region002,0.4111653799695394,1.2102439647464556,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_LT906445.1.region001,0.4086556169429097,1.3490310950878774,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NZ_CP020566.1.region001,0.4732286727130427,1.2623796089113728,1.0,0.01,mapping_MapQ30,,,,,,,,,,0.5931262832287137,1.0,0.40687371677128625,0.40687371677128625,0.6859816000000001,0.21459955126302335
NC_014328.1.region004,0.982179203039486,4.211743034768594,4.0,0.07,mapping_MapQ30,,,,,,,,,,4.151883982600997,4.0,-0.15188398260099678,0.15188398260099678,0.03658194285714295,-0.08010897034309242
NZ_CP053893.1.region001,0.9711052363062938,3.5070684879167064,3.0,0.07,mapping_MapQ30,,,,,,,,,,4.151883982600997,4.0,-1.1518839826009968,1.1518839826009968,0.2774364571428572,-0.6075442467378442
NZ_LT906470.1.region001,0.9712528006683628,4.024085079762277,4.0,0.07,mapping_MapQ30,,,,,,,,,,4.151883982600997,4.0,-0.15188398260099678,0.15188398260099678,0.03658194285714295,-0.08010897034309242
