,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB,error,RE
1108,NC_014328.1.region001,18132.0,6.50750055151114,4.451331262008756,0.0,5.0,6.0,8.0,254.0,18032.0,18086.0,17986.0,sample_4,0_3GB,kmerCount,,NC_014328_1,region001,Genome1,0.1816801435,4630065,841190.8736143275,80094436.31277557,17.298771467090756,wgsim,0.03,270,0.3,-11.298771467090756,-0.653154560055642
1156,NC_014328.1.region001,18132.0,7.546988749172733,4.954266413849123,0.0,5.0,7.0,9.0,302.0,18121.0,18086.0,18075.0,sample_1,0_3GB,kmerCount,,NC_014328_1,region001,Genome1,0.2068781659,4630065,957859.3551977834,86284693.83492948,18.63574136322697,wgsim,0.03,270,0.3,-11.63574136322697,-0.6243777017740346
4,NC_014328.1.region001,18132.0,7.998510919920583,5.36398372733422,0.0,6.0,7.0,10.0,272.0,18107.0,18086.0,18061.0,sample_3,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.1334986353,4630065,618107.3588502945,91696605.40154871,19.804604341742227,wgsim,0.03,270,0.5,-12.804604341742227,-0.6465468393505808
52,NC_014328.1.region001,18132.0,10.352195014339287,6.6182196903843655,0.0,7.0,10.0,12.0,376.0,18131.0,18086.0,18085.0,sample_0,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.1768128707823187,4630065,818655.0845587364,107462158.99771193,23.20964370861142,wgsim,0.03,270,0.5,-13.20964370861142,-0.5691446139567526
100,NC_014328.1.region001,18132.0,15.802007500551513,9.733249916199869,2.0,12.0,15.0,18.0,558.0,18132.0,18086.0,18086.0,sample_2,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.2715516719,4630065,1257301.8917556736,181651027.11566663,39.23293239202185,wgsim,0.03,270,0.5,-24.23293239202185,-0.6176681403745823
148,NC_014328.1.region001,18132.0,11.873593646591662,7.277227696391018,1.0,9.0,11.0,14.0,427.0,18132.0,18086.0,18086.0,sample_4,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.2036473108,4630065,942900.286079202,147205038.51793554,31.7932984780852,wgsim,0.03,270,0.5,-20.7932984780852,-0.6540151375742851
196,NC_014328.1.region001,18132.0,10.91473637767483,6.579820428190781,1.0,8.0,10.0,13.0,387.0,18132.0,18086.0,18086.0,sample_1,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.1832432394183243,4630065,848428.1093174036,111549026.51190284,24.09232408441412,wgsim,0.03,270,0.5,-14.09232408441412,-0.5849300397519877
244,NC_014328.1.region001,18132.0,19.40023163467902,11.371996058706037,5.0,16.0,18.0,22.0,685.0,18132.0,18086.0,18086.0,sample_3,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1687924624168792,4630065,781520.0725002078,228259805.29345945,49.29948182011688,wgsim,0.03,270,1.0,-31.29948182011688,-0.6348846004978694
292,NC_014328.1.region001,18132.0,44.558074123097285,25.44844157155471,22.0,38.0,43.0,47.0,1611.0,18132.0,18086.0,18086.0,sample_0,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.3838112885,4630065,1777071.2134887525,449263877.7295533,97.03187271227364,wgsim,0.03,270,1.0,-54.03187271227364,-0.5568466443236966
340,NC_014328.1.region001,18132.0,23.104290756673286,13.530812425836231,7.0,19.0,22.0,26.0,852.0,18132.0,18086.0,18086.0,sample_2,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1989929253,4630065,921350.1786791446,264680045.7414789,57.16551403521957,wgsim,0.03,270,1.0,-35.16551403521957,-0.6151525903109025
388,NC_014328.1.region001,18132.0,23.80879108757997,14.631796348414747,8.0,19.0,23.0,26.0,881.0,18132.0,18086.0,18086.0,sample_4,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.2159023667215902,4630065,999641.9915747996,271548507.9649658,58.64896237201116,wgsim,0.03,270,1.0,-35.64896237201116,-0.6078361991451666
436,NC_014328.1.region001,18132.0,29.53033311272888,17.435520355661584,11.0,24.0,28.0,32.0,1098.0,18132.0,18086.0,18086.0,sample_1,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.2508225725749177,4630065,1161324.8144890864,331674054.9040836,71.63485931711188,wgsim,0.03,270,1.0,-43.634859317111875,-0.6091288477855437
724,NC_014328.1.region001,18132.0,2.4934921685418043,2.034073980062662,0.0,1.0,3.79160926722042,3.0,86.0,16510.0,18086.0,16464.0,sample_3,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1,-2.102846881088586,-0.3567499406525992
772,NC_014328.1.region001,18132.0,1.379053606882859,1.382098422237212,0.0,0.0,1.89580463361021,2.0,53.0,13190.0,18086.0,13165.0,sample_0,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1,-1.7343820274982067,-0.47776662453182017
820,NC_014328.1.region001,18132.0,1.56982131039047,1.552078073808839,0.0,1.0,1.89580463361021,2.0,52.0,13859.0,18086.0,13850.0,sample_2,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1,-1.9615113480501118,-0.508517154771907
868,NC_014328.1.region001,18132.0,1.8887050518420472,1.7324393600221892,0.0,1.0,3.79160926722042,3.0,61.0,15153.0,18086.0,15107.0,sample_4,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1,-1.178984822291429,-0.23719193341076347
916,NC_014328.1.region001,18132.0,2.328149128612398,1.844777806694507,0.0,1.0,3.79160926722042,3.0,70.0,16251.0,18086.0,16205.0,sample_1,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1,-1.4452448736630603,-0.2759757737723131
484,NC_014328.1.region001,18132.0,3.814361350099272,2.732752384819486,0.0,2.0,7.58321853444084,5.0,116.0,17683.0,18086.0,17637.0,sample_3,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1603459934839654,4630065,742412.3723203362,44177207.53699024,9.541379556656384,wgsim,0.03,270,0.2,-1.9581610222155446,-0.2052282912117741
532,NC_014328.1.region001,18132.0,5.53281491286124,3.856660925801181,0.0,4.0,9.47902316805105,7.0,209.0,18093.0,18086.0,18047.0,sample_0,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2310358374,4630065,1069710.944491431,61351255.52738305,13.250625105129853,wgsim,0.03,270,0.2,-3.7716019370788025,-0.2846357743242364
580,NC_014328.1.region001,18132.0,5.24669093315685,3.911953255389412,0.0,3.0,9.47902316805105,7.0,202.0,17995.0,18086.0,17949.0,sample_2,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2209151563,4630065,1022851.5331541594,64123815.88041713,13.849441828660533,wgsim,0.03,270,0.2,-4.370418660609483,-0.3155664116054974
628,NC_014328.1.region001,18132.0,4.640359585263623,3.3515524960988965,0.0,3.0,7.58321853444084,6.0,167.0,17813.0,18086.0,17767.0,sample_4,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1985783631,4630065,919430.7287466016,53504521.88080158,11.555890010356569,wgsim,0.03,270,0.2,-3.972671475915729,-0.3437789276598651
676,NC_014328.1.region001,18132.0,3.50264725347452,2.7785836111031594,0.0,2.0,5.68741390083063,5.0,139.0,17447.0,18086.0,17401.0,sample_1,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1649592551,4630065,763772.0734645815,45904109.64356849,9.9143553370349,wgsim,0.03,270,0.2,-4.22694143620427,-0.4263455658498142
964,NC_014328.1.region001,18132.0,7.921519964703287,5.347879884108569,0.0,6.0,13.27063243527147,10.0,296.0,18123.0,18086.0,18077.0,sample_3,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2316469240768353,4630065,1072540.3155258123,100121511.13434044,21.6242128640398,wgsim,0.03,270,0.3,-8.353580428768332,-0.38630679790708133
1012,NC_014328.1.region001,18132.0,8.988583719391132,5.544315263163754,0.0,6.0,17.06224170249189,11.0,307.0,18100.0,18086.0,18054.0,sample_0,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.238340122,4630065,1103530.25696793,100569402.36899684,21.72094827372765,wgsim,0.03,270,0.3,-4.658706571235761,-0.2144798888394137
1060,NC_014328.1.region001,18132.0,7.715751158173395,5.399678367486078,0.0,5.0,13.27063243527147,9.0,304.0,18108.0,18086.0,18062.0,sample_2,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2292637232770736,4630065,1061505.9409148635,93121282.32958668,20.11230562197003,wgsim,0.03,270,0.3,-6.841673186698561,-0.3401734895687414
1108,NC_014328.1.region001,18132.0,6.50750055151114,4.451331262008756,0.0,5.0,11.37482780166126,8.0,254.0,18032.0,18086.0,17986.0,sample_4,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1816801435,4630065,841190.8736143275,80094436.31277557,17.298771467090756,wgsim,0.03,270,0.3,-5.923943665429496,-0.34244880780691433
1156,NC_014328.1.region001,18132.0,7.546988749172733,4.954266413849123,0.0,5.0,13.27063243527147,9.0,302.0,18121.0,18086.0,18075.0,sample_1,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2068781659,4630065,957859.3551977834,86284693.83492948,18.63574136322697,wgsim,0.03,270,0.3,-5.3651089279555,-0.2878935065358986
4,NC_014328.1.region001,18132.0,7.998510919920583,5.36398372733422,0.0,6.0,13.27063243527147,10.0,272.0,18107.0,18086.0,18061.0,sample_3,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1334986353,4630065,618107.3588502945,91696605.40154871,19.804604341742227,wgsim,0.03,270,0.5,-6.533971906470757,-0.3299218602766572
52,NC_014328.1.region001,18132.0,10.352195014339287,6.6182196903843655,0.0,7.0,18.9580463361021,12.0,376.0,18131.0,18086.0,18085.0,sample_0,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1768128707823187,4630065,818655.0845587364,107462158.99771193,23.20964370861142,wgsim,0.03,270,0.5,-4.25159737250932,-0.18318236272329588
100,NC_014328.1.region001,18132.0,15.802007500551513,9.733249916199869,2.0,12.0,28.437069504153147,18.0,558.0,18132.0,18086.0,18086.0,sample_2,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2715516719,4630065,1257301.8917556736,181651027.11566663,39.23293239202185,wgsim,0.03,270,0.5,-10.795862887868704,-0.2751734889453249
148,NC_014328.1.region001,18132.0,11.873593646591662,7.277227696391018,1.0,9.0,20.85385096971231,14.0,427.0,18132.0,18086.0,18086.0,sample_4,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2036473108,4630065,942900.286079202,147205038.51793554,31.7932984780852,wgsim,0.03,270,0.5,-10.939447508372893,-0.34408029465433865
196,NC_014328.1.region001,18132.0,10.91473637767483,6.579820428190781,1.0,8.0,18.9580463361021,13.0,387.0,18132.0,18086.0,18086.0,sample_1,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1832432394183243,4630065,848428.1093174036,111549026.51190284,24.09232408441412,wgsim,0.03,270,0.5,-5.134277748312019,-0.21310844608941246
244,NC_014328.1.region001,18132.0,19.40023163467902,11.371996058706037,5.0,16.0,34.12448340498378,22.0,685.0,18132.0,18086.0,18086.0,sample_3,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1687924624168792,4630065,781520.0725002078,228259805.29345945,49.29948182011688,wgsim,0.03,270,1.0,-15.174998415133103,-0.3078125338214179
292,NC_014328.1.region001,18132.0,44.558074123097285,25.44844157155471,22.0,38.0,81.51959924523902,47.0,1611.0,18132.0,18086.0,18086.0,sample_0,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.3838112885,4630065,1777071.2134887525,449263877.7295533,97.03187271227364,wgsim,0.03,270,1.0,-15.512273467034618,-0.1598678149089506
340,NC_014328.1.region001,18132.0,23.104290756673286,13.530812425836231,7.0,19.0,41.70770193942462,26.0,852.0,18132.0,18086.0,18086.0,sample_2,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1989929253,4630065,921350.1786791446,264680045.7414789,57.16551403521957,wgsim,0.03,270,1.0,-15.457812095794957,-0.2704044974785222
388,NC_014328.1.region001,18132.0,23.80879108757997,14.631796348414747,8.0,19.0,43.60350657303483,26.0,881.0,18132.0,18086.0,18086.0,sample_4,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2159023667215902,4630065,999641.9915747996,271548507.9649658,58.64896237201116,wgsim,0.03,270,1.0,-15.045455798976334,-0.25653404920521533
436,NC_014328.1.region001,18132.0,29.53033311272888,17.435520355661584,11.0,24.0,53.08252974108588,32.0,1098.0,18132.0,18086.0,18086.0,sample_1,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2508225725749177,4630065,1161324.8144890864,331674054.9040836,71.63485931711188,wgsim,0.03,270,1.0,-18.552329576025997,-0.25898465848727203
727,NC_014328.1.region001,,5.254723271838186,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.991405905685324,NC_014328_1,region001,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1,-0.8944561483090059,-0.15174532235100371
775,NC_014328.1.region001,,3.0634572005223792,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9280520052886734,NC_014328_1,region001,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1,-0.6301866611084166,-0.1735962141726342
823,NC_014328.1.region001,,3.62214504356016,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9358748347289556,NC_014328_1,region001,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1,-0.8573159816603217,-0.2222571305375152
871,NC_014328.1.region001,,4.068360487638145,,,,4.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9670559717937416,NC_014328_1,region001,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1,-0.9705940895118488,-0.1952672199807747
919,NC_014328.1.region001,,4.834224598930481,,,,5.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9889819303658,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1,-0.2368541408834801,-0.04522832496601133
487,NC_014328.1.region001,,7.836650311483543,,,,8.0,,,,,,sample_3,0_2GB,mapping(filtered),0.999283825473777,NC_014328_1,region001,Genome1,0.1603459934839654,4630065,742412.3723203362,44177207.53699024,9.541379556656384,wgsim,0.03,270,0.2,-1.5413795566563842,-0.1615468232349133
535,NC_014328.1.region001,,11.449812692816218,,,,11.0,,,,,,sample_0,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2310358374,4630065,1069710.944491431,61351255.52738305,13.250625105129853,wgsim,0.03,270,0.2,-2.2506251051298527,-0.1698504853373706
583,NC_014328.1.region001,,10.97581533715293,,,,11.0,,,,,,sample_2,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2209151563,4630065,1022851.5331541594,64123815.88041713,13.849441828660533,wgsim,0.03,270,0.2,-2.8494418286605327,-0.20574416383798194
631,NC_014328.1.region001,,9.80949757602468,,,,10.0,,,,,,sample_4,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1985783631,4630065,919430.7287466016,53504521.88080158,11.555890010356569,wgsim,0.03,270,0.2,-1.5558900103565687,-0.13464043089386935
679,NC_014328.1.region001,,7.262725870427501,,,,7.0,,,,,,sample_1,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1649592551,4630065,763772.0734645815,45904109.64356849,9.9143553370349,wgsim,0.03,270,0.2,-2.9143553370349,-0.2939530849926648
967,NC_014328.1.region001,,16.702567210224768,,,,16.0,,,,,,sample_3,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2316469240768353,4630065,1072540.3155258123,100121511.13434044,21.6242128640398,wgsim,0.03,270,0.3,-5.6242128640398015,-0.2600886746445528
1015,NC_014328.1.region001,,18.86012560599383,,,,19.0,,,,,,sample_0,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.238340122,4630065,1103530.25696793,100569402.36899684,21.72094827372765,wgsim,0.03,270,0.3,-2.7209482737276502,-0.12526839249549457
1063,NC_014328.1.region001,,16.14918466284707,,,,16.0,,,,,,sample_2,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2292637232770736,4630065,1061505.9409148635,93121282.32958668,20.11230562197003,wgsim,0.03,270,0.3,-4.11230562197003,-0.20446714062846583
1111,NC_014328.1.region001,,13.652985896870868,,,,13.0,,,,,,sample_4,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1816801435,4630065,841190.8736143275,80094436.31277557,17.298771467090756,wgsim,0.03,270,0.3,-4.298771467090756,-0.2485015467872244
1159,NC_014328.1.region001,,15.922212428382547,,,,16.0,,,,,,sample_1,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2068781659,4630065,957859.3551977834,86284693.83492948,18.63574136322697,wgsim,0.03,270,0.3,-2.6357413632269697,-0.14143474691207905
7,NC_014328.1.region001,,16.612163948876155,,,,16.0,,,,,,sample_3,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1334986353,4630065,618107.3588502945,91696605.40154871,19.804604341742227,wgsim,0.03,270,0.5,-3.804604341742227,-0.19210706137275615
55,NC_014328.1.region001,,21.54649625385633,,,,21.0,,,,,,sample_0,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1768128707823187,4630065,818655.0845587364,107462158.99771193,23.20964370861142,wgsim,0.03,270,0.5,-2.20964370861142,-0.0952036893091806
103,NC_014328.1.region001,,33.091284706919346,,,,33.0,,,,,,sample_2,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2715516719,4630065,1257301.8917556736,181651027.11566663,39.23293239202185,wgsim,0.03,270,0.5,-6.232932392021851,-0.15886990882408114
151,NC_014328.1.region001,,24.88546716615249,,,,25.0,,,,,,sample_4,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2036473108,4630065,942900.286079202,147205038.51793554,31.7932984780852,wgsim,0.03,270,0.5,-6.793298478085202,-0.21367076721428427
199,NC_014328.1.region001,,22.7249338915822,,,,23.0,,,,,,sample_1,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1832432394183243,4630065,848428.1093174036,111549026.51190284,24.09232408441412,wgsim,0.03,270,0.5,-1.0923240844141198,-0.04533909142957152
247,NC_014328.1.region001,,40.45471573380344,,,,40.0,,,,,,sample_3,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1687924624168792,4630065,781520.0725002078,228259805.29345945,49.29948182011688,wgsim,0.03,270,1.0,-9.299481820116881,-0.18863244555082087
295,NC_014328.1.region001,,92.89791758483912,,,,93.0,,,,,,sample_0,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.3838112885,4630065,1777071.2134887525,449263877.7295533,97.03187271227364,wgsim,0.03,270,1.0,-4.031872712273639,-0.041552044700087956
343,NC_014328.1.region001,,48.12814014984575,,,,48.0,,,,,,sample_2,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1989929253,4630065,921350.1786791446,264680045.7414789,57.16551403521957,wgsim,0.03,270,1.0,-9.165514035219573,-0.16033292431469637
391,NC_014328.1.region001,,49.80999338915822,,,,50.0,,,,,,sample_4,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2159023667215902,4630065,999641.9915747996,271548507.9649658,58.64896237201116,wgsim,0.03,270,1.0,-8.648962372011162,-0.14746999814166664
439,NC_014328.1.region001,,61.883594094314674,,,,62.0,,,,,,sample_1,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2508225725749177,4630065,1161324.8144890864,331674054.9040836,71.63485931711188,wgsim,0.03,270,1.0,-9.634859317111875,-0.13449959152513244
732,NC_014328.1.region001,,5.254723271838186,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.991405905685324,NC_014328_1,region001,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1,-0.8944561483090059,-0.15174532235100371
780,NC_014328.1.region001,,3.0634572005223792,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9280520052886734,NC_014328_1,region001,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1,-0.6301866611084166,-0.1735962141726342
828,NC_014328.1.region001,,3.62214504356016,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9358748347289556,NC_014328_1,region001,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1,-0.8573159816603217,-0.2222571305375152
876,NC_014328.1.region001,,4.068360487638145,,,,4.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9670559717937416,NC_014328_1,region001,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1,-0.9705940895118488,-0.1952672199807747
924,NC_014328.1.region001,,4.834224598930481,,,,5.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9889819303658,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1,-0.2368541408834801,-0.04522832496601133
492,NC_014328.1.region001,,7.836650311483543,,,,8.0,,,,,,sample_3,0_2GB,mapping(unfiltered),0.999283825473777,NC_014328_1,region001,Genome1,0.1603459934839654,4630065,742412.3723203362,44177207.53699024,9.541379556656384,wgsim,0.03,270,0.2,-1.5413795566563842,-0.1615468232349133
540,NC_014328.1.region001,,11.449812692816218,,,,11.0,,,,,,sample_0,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2310358374,4630065,1069710.944491431,61351255.52738305,13.250625105129853,wgsim,0.03,270,0.2,-2.2506251051298527,-0.1698504853373706
588,NC_014328.1.region001,,10.97581533715293,,,,11.0,,,,,,sample_2,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2209151563,4630065,1022851.5331541594,64123815.88041713,13.849441828660533,wgsim,0.03,270,0.2,-2.8494418286605327,-0.20574416383798194
