,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB
871,NC_014328.1.region001,,4.068360487638145,,,,4.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9670559717937416,NC_014328_1,region001,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
876,NC_014328.1.region001,,4.068360487638145,,,,4.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9670559717937416,NC_014328_1,region001,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
916,NC_014328.1.region001,18132.0,2.328149128612398,1.844777806694507,0.0,1.0,2.0,3.0,70.0,16251.0,18086.0,16205.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
919,NC_014328.1.region001,,4.834224598930481,,,,5.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9889819303658,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
924,NC_014328.1.region001,,4.834224598930481,,,,5.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9889819303658,NC_014328_1,region001,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
723,NC_014328.1.region002,19021.0,2.2564533936175803,1.700760953368034,0.0,1.0,2.0,3.0,16.0,16734.0,19019.0,16732.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
729,NC_014328.1.region002,,4.698952048269292,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9922798172364896,NC_014328_1,region002,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
734,NC_014328.1.region002,,4.698952048269292,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9922798172364896,NC_014328_1,region002,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
771,NC_014328.1.region002,19021.0,1.307922822143946,1.2598611249619738,0.0,0.0,1.0,2.0,8.0,13277.0,19019.0,13277.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
777,NC_014328.1.region002,,3.014601118634089,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.8920224778110394,NC_014328_1,region002,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
782,NC_014328.1.region002,,3.014601118634089,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.8920224778110394,NC_014328_1,region002,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
819,NC_014328.1.region002,19021.0,1.5381420535197938,1.3580692738149245,0.0,1.0,1.0,2.0,9.0,14414.0,19019.0,14412.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
825,NC_014328.1.region002,,3.4576779450039608,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9282075521243632,NC_014328_1,region002,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
830,NC_014328.1.region002,,3.4576779450039608,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9282075521243632,NC_014328_1,region002,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
867,NC_014328.1.region002,19021.0,1.9635665843015613,1.4488428909138624,0.0,1.0,2.0,3.0,9.0,16293.0,19019.0,16291.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
873,NC_014328.1.region002,,4.112422226989916,,,,4.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9791502547135128,NC_014328_1,region002,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
878,NC_014328.1.region002,,4.112422226989916,,,,4.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9791502547135128,NC_014328_1,region002,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
915,NC_014328.1.region002,19021.0,2.0091477840281797,1.551540198197802,0.0,1.0,2.0,3.0,10.0,16300.0,19019.0,16298.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
921,NC_014328.1.region002,,4.130248686135341,,,,4.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9693293419463264,NC_014328_1,region002,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
926,NC_014328.1.region002,,4.130248686135341,,,,4.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9693293419463264,NC_014328_1,region002,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
720,NC_014328.1.region003,20732.0,2.4097048041674705,1.813050724628488,0.0,1.0,2.0,3.0,16.0,18474.0,20725.0,18467.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
726,NC_014328.1.region003,,5.293482509282783,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9863145720894372,NC_014328_1,region003,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
731,NC_014328.1.region003,,5.293482509282783,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9863145720894372,NC_014328_1,region003,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
768,NC_014328.1.region003,20732.0,1.335809376808798,1.241790272675344,0.0,0.0,1.0,2.0,9.0,14796.0,20725.0,14789.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
774,NC_014328.1.region003,,3.135901889573136,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9155262143407864,NC_014328_1,region003,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
779,NC_014328.1.region003,,3.135901889573136,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9155262143407864,NC_014328_1,region003,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
816,NC_014328.1.region003,20732.0,1.5386841597530387,1.343799422869504,0.0,1.0,1.0,2.0,9.0,16105.0,20725.0,16098.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
822,NC_014328.1.region003,,3.4590377765514475,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9605339244410176,NC_014328_1,region003,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
827,NC_014328.1.region003,,3.4590377765514475,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9605339244410176,NC_014328_1,region003,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
864,NC_014328.1.region003,20732.0,1.93025274937295,1.5377353626721246,0.0,1.0,2.0,3.0,10.0,17107.0,20725.0,17100.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
870,NC_014328.1.region003,,4.244861215303826,,,,4.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9635215882806476,NC_014328_1,region003,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
875,NC_014328.1.region003,,4.244861215303826,,,,4.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9635215882806476,NC_014328_1,region003,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
912,NC_014328.1.region003,20732.0,2.127387613351341,1.588824407565959,0.0,1.0,2.0,3.0,12.0,17936.0,20725.0,17929.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
918,NC_014328.1.region003,,4.743155921669215,,,,4.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9769178874325366,NC_014328_1,region003,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
923,NC_014328.1.region003,,4.743155921669215,,,,4.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9769178874325366,NC_014328_1,region003,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
722,NC_014328.1.region004,22089.0,2.590248539997284,4.304415682187516,0.0,1.0,2.0,3.0,90.0,19696.0,22066.0,19673.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
725,NC_014328.1.region004,,5.249521814372894,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9931702021801077,NC_014328_1,region004,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
730,NC_014328.1.region004,,5.249521814372894,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9931702021801077,NC_014328_1,region004,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
770,NC_014328.1.region004,22089.0,1.5418986826022,2.6966103513923296,0.0,0.0,1.0,2.0,60.0,16144.0,22066.0,16122.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
773,NC_014328.1.region004,,3.2900911382586777,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9330137048260888,NC_014328_1,region004,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
778,NC_014328.1.region004,,3.2900911382586777,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9330137048260888,NC_014328_1,region004,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
818,NC_014328.1.region004,22089.0,1.7688894925075829,3.087733650627642,0.0,1.0,1.0,2.0,71.0,17347.0,22066.0,17324.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
821,NC_014328.1.region004,,3.598139534883721,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9724546564747388,NC_014328_1,region004,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
826,NC_014328.1.region004,,3.598139534883721,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9724546564747388,NC_014328_1,region004,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
866,NC_014328.1.region004,22089.0,2.03793743492236,3.312309860940457,0.0,1.0,2.0,3.0,74.0,18367.0,22066.0,18344.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
869,NC_014328.1.region004,,4.2661328088414345,,,,4.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9658510109005384,NC_014328_1,region004,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
874,NC_014328.1.region004,,4.2661328088414345,,,,4.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9658510109005384,NC_014328_1,region004,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
914,NC_014328.1.region004,22089.0,2.339444972610802,4.120188421134225,0.0,1.0,2.0,3.0,87.0,19032.0,22066.0,19010.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
917,NC_014328.1.region004,,4.767353904340205,,,,4.0,,,,,,sample_1,0_1GB,mapping(filtered),0.980641367768782,NC_014328_1,region004,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
922,NC_014328.1.region004,,4.767353904340205,,,,4.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.980641367768782,NC_014328_1,region004,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
721,NC_014328.1.region005,21571.0,2.457883269204024,4.264974638510072,0.0,1.0,2.0,3.0,90.0,18558.0,21570.0,18557.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
728,NC_014328.1.region005,,5.245000473888731,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9773516743087396,NC_014328_1,region005,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
733,NC_014328.1.region005,,5.245000473888731,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9773516743087396,NC_014328_1,region005,Genome1,0.1979429011,4630065,916488.4983815716,27291715.106320336,5.894456148309006,wgsim,0.03,270,0.1
769,NC_014328.1.region005,21571.0,1.4730888693152844,2.834167387304596,0.0,0.0,1.0,2.0,60.0,15463.0,21570.0,15463.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
776,NC_014328.1.region005,,3.304205982734391,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9227919040340884,NC_014328_1,region005,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
781,NC_014328.1.region005,,3.304205982734391,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9227919040340884,NC_014328_1,region005,Genome1,0.1077628232107762,4630065,498948.87604940246,16808000.20306494,3.6301866611084166,wgsim,0.03,270,0.1
817,NC_014328.1.region005,21571.0,1.6809605488850772,3.158084682848959,0.0,0.0,1.0,2.0,71.0,15824.0,21570.0,15823.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
824,NC_014328.1.region005,,3.717691964507014,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9343244870547912,NC_014328_1,region005,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
829,NC_014328.1.region005,,3.717691964507014,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9343244870547912,NC_014328_1,region005,Genome1,0.1353464745,4630065,626662.9744558425,17859623.720626097,3.8573159816603217,wgsim,0.03,270,0.1
865,NC_014328.1.region005,21571.0,1.849056603773585,3.311942456131069,0.0,1.0,1.0,2.0,63.0,17117.0,21570.0,17116.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
872,NC_014328.1.region005,,4.019358887708796,,,,3.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9593812236580056,NC_014328_1,region005,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
877,NC_014328.1.region005,,4.019358887708796,,,,3.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9593812236580056,NC_014328_1,region005,Genome1,0.1552219826,4630065,718687.868866869,23014173.72305568,4.970594089511849,wgsim,0.03,270,0.1
913,NC_014328.1.region005,21571.0,2.0984655324277965,4.049387158135751,0.0,1.0,2.0,3.0,87.0,17832.0,21570.0,17831.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
920,NC_014328.1.region005,,4.346354661097399,,,,4.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9757769440970776,NC_014328_1,region005,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
925,NC_014328.1.region005,,4.346354661097399,,,,4.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9757769440970776,NC_014328_1,region005,Genome1,0.1798848022,4630065,832878.326698143,24246975.06780967,5.23685414088348,wgsim,0.03,270,0.1
753,NZ_CP020566.1.region001,21701.0,6.3055158748444775,3.1462685802792167,0.0,4.0,6.0,8.0,23.0,21575.0,21701.0,21575.0,sample_3,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2370017153,2071952,491056.1780192656,14622949.808280751,7.057571704499309,wgsim,0.03,270,0.1
754,NZ_CP020566.1.region001,,12.478384973067538,,,,12.0,,,,,,sample_3,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2370017153,2071952,491056.1780192656,14622949.808280751,7.057571704499309,wgsim,0.03,270,0.1
755,NZ_CP020566.1.region001,,12.478384973067538,,,,12.0,,,,,,sample_3,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2370017153,2071952,491056.1780192656,14622949.808280751,7.057571704499309,wgsim,0.03,270,0.1
801,NZ_CP020566.1.region001,21701.0,7.898944749089904,3.602248311208831,0.0,6.0,7.0,9.0,28.0,21685.0,21701.0,21685.0,sample_0,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2736347554273635,2071952,566958.0787772366,19099013.868253637,9.21788432755857,wgsim,0.03,270,0.1
802,NZ_CP020566.1.region001,,15.330049261083744,,,,15.0,,,,,,sample_0,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2736347554273635,2071952,566958.0787772366,19099013.868253637,9.21788432755857,wgsim,0.03,270,0.1
803,NZ_CP020566.1.region001,,15.330049261083744,,,,15.0,,,,,,sample_0,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2736347554273635,2071952,566958.0787772366,19099013.868253637,9.21788432755857,wgsim,0.03,270,0.1
849,NZ_CP020566.1.region001,21701.0,5.258743836689553,2.8711512275195186,0.0,3.0,5.0,7.0,21.0,21464.0,21701.0,21464.0,sample_2,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1970140881,2071952,408203.7338669712,11633629.854307618,5.614816296085825,wgsim,0.03,270,0.1
850,NZ_CP020566.1.region001,,10.340684130564892,,,,10.0,,,,,,sample_2,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.1970140881,2071952,408203.7338669712,11633629.854307618,5.614816296085825,wgsim,0.03,270,0.1
851,NZ_CP020566.1.region001,,10.340684130564892,,,,10.0,,,,,,sample_2,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.1970140881,2071952,408203.7338669712,11633629.854307618,5.614816296085825,wgsim,0.03,270,0.1
897,NZ_CP020566.1.region001,21701.0,5.817381687479839,3.0565882883373474,0.0,4.0,5.0,7.0,25.0,21546.0,21701.0,21546.0,sample_4,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2116547413,2071952,438538.4645460176,14043092.75905381,6.777711433012835,wgsim,0.03,270,0.1
898,NZ_CP020566.1.region001,,11.421895861148196,,,,11.0,,,,,,sample_4,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2116547413,2071952,438538.4645460176,14043092.75905381,6.777711433012835,wgsim,0.03,270,0.1
899,NZ_CP020566.1.region001,,11.421895861148196,,,,11.0,,,,,,sample_4,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2116547413,2071952,438538.4645460176,14043092.75905381,6.777711433012835,wgsim,0.03,270,0.1
945,NZ_CP020566.1.region001,21701.0,4.122943643150085,2.833017852898526,0.0,2.0,4.0,5.0,23.0,20705.0,21701.0,20705.0,sample_1,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1470951447,2071952,304774.07925145444,8872663.946270438,4.282272922476214,wgsim,0.03,270,0.1
946,NZ_CP020566.1.region001,,7.731890744671034,,,,8.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9978361953869528,NZ_CP020566_1,region001,Genome2,0.1470951447,2071952,304774.07925145444,8872663.946270438,4.282272922476214,wgsim,0.03,270,0.1
947,NZ_CP020566.1.region001,,7.731890744671034,,,,8.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9978361953869528,NZ_CP020566_1,region001,Genome2,0.1470951447,2071952,304774.07925145444,8872663.946270438,4.282272922476214,wgsim,0.03,270,0.1
740,NZ_CP053893.1.region001,21541.0,1.7592498027018244,1.3745509856343374,0.0,1.0,2.0,3.0,9.0,17714.0,21538.0,17711.0,sample_3,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.1973477365,5984367,1181001.2818352955,35168527.02567,5.876732998773304,wgsim,0.03,270,0.1
741,NZ_CP053893.1.region001,,3.872716922055126,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9776448216687538,NZ_CP053893_1,region001,Genome3,0.1973477365,5984367,1181001.2818352955,35168527.02567,5.876732998773304,wgsim,0.03,270,0.1
747,NZ_CP053893.1.region001,,3.872716922055126,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9776448216687538,NZ_CP053893_1,region001,Genome3,0.1973477365,5984367,1181001.2818352955,35168527.02567,5.876732998773304,wgsim,0.03,270,0.1
788,NZ_CP053893.1.region001,21541.0,1.344877210900144,1.2768728339164102,0.0,0.0,1.0,2.0,8.0,14866.0,21538.0,14863.0,sample_0,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.1557029322155703,5984367,931783.4893540958,31388821.24012544,5.245136409602793,wgsim,0.03,270,0.1
789,NZ_CP053893.1.region001,,3.298717745765395,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.8789481007374426,NZ_CP053893_1,region001,Genome3,0.1557029322155703,5984367,931783.4893540958,31388821.24012544,5.245136409602793,wgsim,0.03,270,0.1
795,NZ_CP053893.1.region001,,3.298717745765395,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.8789481007374426,NZ_CP053893_1,region001,Genome3,0.1557029322155703,5984367,931783.4893540958,31388821.24012544,5.245136409602793,wgsim,0.03,270,0.1
836,NZ_CP053893.1.region001,21541.0,2.442737105983938,1.60900172370946,0.0,1.0,2.0,3.0,10.0,19545.0,21538.0,19542.0,sample_2,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.2777121977,5984367,1661931.7114133558,47364334.937758766,7.914677515225715,wgsim,0.03,270,0.1
837,NZ_CP053893.1.region001,,5.3942921517086,,,,5.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9880803302258708,NZ_CP053893_1,region001,Genome3,0.2777121977,5984367,1661931.7114133558,47364334.937758766,7.914677515225715,wgsim,0.03,270,0.1
843,NZ_CP053893.1.region001,,5.3942921517086,,,,5.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9880803302258708,NZ_CP053893_1,region001,Genome3,0.2777121977,5984367,1661931.7114133558,47364334.937758766,7.914677515225715,wgsim,0.03,270,0.1
