,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB,error,RE
4,NC_014328.1.region001,18132.0,21.054378998455768,12.713857830044129,5.0,17.0,20.0,23.0,817.0,18132.0,18086.0,18086.0,sample_3,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.2927476509,4630065,1355440.6522643084,190710115.4162355,41.1895114682484,art,mbarc,270,0.5,-21.189511468248398,-0.5144394947384282
52,NC_014328.1.region001,18132.0,20.637050518420477,11.517740389981151,7.0,17.0,20.0,23.0,712.0,18132.0,18086.0,18086.0,sample_0,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.29049584,4630065,1345014.6214296,177919263.6134649,38.42694727038711,art,mbarc,270,0.5,-18.42694727038711,-0.4795319061055739
100,NC_014328.1.region001,18132.0,14.46409662475182,8.288805582985047,3.0,11.0,14.0,16.0,482.0,18132.0,18086.0,18086.0,sample_2,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.1862573746813742,4630065,862383.7515041169,126192337.95381032,27.25498193952144,art,mbarc,270,0.5,-13.25498193952144,-0.4863324425946833
148,NC_014328.1.region001,18132.0,24.511361129494816,14.387777592143555,9.0,20.0,24.0,27.0,894.0,18132.0,18086.0,18086.0,sample_4,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.3347572890665243,4630065,1549948.0076017969,213852357.57307968,46.187765738295184,art,mbarc,270,0.5,-22.187765738295184,-0.4803818799985571
196,NC_014328.1.region001,18132.0,12.175601147143173,7.332272781586325,2.0,9.0,11.0,14.0,399.0,18132.0,18086.0,18086.0,sample_1,0_5GB,kmerCount,,NC_014328_1,region001,Genome1,0.169145517,4630065,783154.738168605,109070464.7836143,23.55700509250179,art,mbarc,270,0.5,-12.55700509250179,-0.5330476027489035
484,NC_014328.1.region001,18132.0,39.20444517979263,21.394365753180065,18.0,34.0,38.0,42.0,1367.0,18132.0,18086.0,18086.0,sample_3,1_0GB,kmerCount,,NC_014328_1,region001,Genome1,0.2414761995758523,4630065,1118050.4999891687,348068296.861467,75.17568260088508,art,mbarc,270,1.0,-37.17568260088508,-0.4945173933205815
532,NC_014328.1.region001,18132.0,21.60329803662034,12.70084364116549,6.0,18.0,20.0,24.0,753.0,18132.0,18086.0,18086.0,sample_0,1_0GB,kmerCount,,NC_014328_1,region001,Genome1,0.1354136466,4630065,626973.985645029,196948752.4344903,42.53693035291951,art,mbarc,270,1.0,-22.536930352919512,-0.5298203270883813
580,NC_014328.1.region001,18132.0,39.68856165894551,22.543220865670616,18.0,33.0,38.0,43.0,1420.0,18132.0,18086.0,18086.0,sample_2,1_0GB,kmerCount,,NC_014328_1,region001,Genome1,0.2659496887,4630065,1231364.3454107656,363553176.9020322,78.5201021804299,art,mbarc,270,1.0,-40.5201021804299,-0.516047496822145
628,NC_014328.1.region001,18132.0,33.980641958967574,19.09392643952876,14.0,29.0,32.0,36.0,1167.0,18132.0,18086.0,18086.0,sample_4,1_0GB,kmerCount,,NC_014328_1,region001,Genome1,0.2039685388,4630065,944387.592599022,293051030.42666245,63.29307049181004,art,mbarc,270,1.0,-31.29307049181004,-0.4944154272916698
676,NC_014328.1.region001,18132.0,28.337800573571585,16.7077121744002,11.0,23.0,27.0,31.0,1060.0,18132.0,18086.0,18086.0,sample_1,1_0GB,kmerCount,,NC_014328_1,region001,Genome1,0.1926967756807303,4630065,892198.5966922005,248262463.1339067,53.61964964507122,art,mbarc,270,1.0,-26.61964964507122,-0.4964532558731131
247,NC_014328.1.region001,,2.886668829062601,,,,3.0,,,,,,sample_3,0_05GB,mapping(filtered),0.8492177170559718,NC_014328_1,region001,Genome1,0.169316674,4630065,783947.20620381,12844266.289551113,2.774100642118656,art,mbarc,270,0.05,0.2258993578813442,0.08143156540593954
295,NC_014328.1.region001,,3.0535309609848715,,,,3.0,,,,,,sample_0,0_05GB,mapping(filtered),0.8994601145879242,NC_014328_1,region001,Genome1,0.2208162821,4630065,1022393.7391813366,14229724.473771948,3.0733314702432786,art,mbarc,270,0.05,-0.07333147024327857,-0.023860579619637907
343,NC_014328.1.region001,,2.827484192818609,,,,3.0,,,,,,sample_2,0_05GB,mapping(filtered),0.9497025121198766,NC_014328_1,region001,Genome1,0.1940543248194054,4630065,898484.1374449603,12391571.67067004,2.676327798998511,art,mbarc,270,0.05,0.32367220100148897,0.12093892277418632
391,NC_014328.1.region001,,2.0869148544047182,,,,2.0,,,,,,sample_4,0_05GB,mapping(filtered),0.7473005729396209,NC_014328_1,region001,Genome1,0.1365827761136582,4630065,632387.1312866849,9336153.371372428,2.016419504126276,art,mbarc,270,0.05,-0.016419504126275797,-0.008142900865953708
439,NC_014328.1.region001,,3.5378813463919845,,,,3.0,,,,,,sample_1,0_05GB,mapping(filtered),0.9787351256059938,NC_014328_1,region001,Genome1,0.2386605972,4630065,1105014.077974818,16736455.417637058,3.614734440582812,art,mbarc,270,0.05,-0.6147344405828119,-0.17006351384520985
967,NC_014328.1.region001,,4.218927194375142,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9715733803437636,NC_014328_1,region001,Genome1,0.1486036177,4630065,688044.4091861505,21343972.726193845,4.609864597191151,art,mbarc,270,0.1,-0.6098645971911507,-0.13229555539716914
1015,NC_014328.1.region001,,4.33134039403257,,,,4.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9674966945791096,NC_014328_1,region001,Genome1,0.1375356914137535,4630065,636799.1910656205,22047273.314688478,4.761763239757643,art,mbarc,270,0.1,-0.7617632397576433,-0.1599750347512898
1063,NC_014328.1.region001,,6.151797603195739,,,,6.0,,,,,,sample_2,0_1GB,mapping(filtered),0.992948435434112,NC_014328_1,region001,Genome1,0.2185977465,4630065,1012121.7751485225,29838266.033507057,6.444459426273077,art,mbarc,270,0.1,-0.44445942627307744,-0.06896768167413456
1111,NC_014328.1.region001,,6.28921514515951,,,,6.0,,,,,,sample_4,0_1GB,mapping(filtered),0.998126928162186,NC_014328_1,region001,Genome1,0.2417701585758229,4630065,1119411.5492663677,32049976.34855542,6.922143932872523,art,mbarc,270,0.1,-0.9221439328725234,-0.13321652103958143
1159,NC_014328.1.region001,,3.826923076923077,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.988320846187748,NC_014328_1,region001,Genome1,0.1533519283,4630065,710029.3959043395,20302567.201623857,4.3849421555904415,art,mbarc,270,0.1,-1.3849421555904415,-0.3158404618461737
727,NC_014328.1.region001,,8.669219748732642,,,,9.0,,,,,,sample_3,0_2GB,mapping(filtered),0.999779638607316,NC_014328_1,region001,Genome1,0.1615452067,4630065,747964.8074594355,43904648.35168535,9.482512308506545,art,mbarc,270,0.2,-0.4825123085065446,-0.05088443787978992
775,NC_014328.1.region001,,5.961512976256212,,,,6.0,,,,,,sample_0,0_2GB,mapping(filtered),0.997686205376818,NC_014328_1,region001,Genome1,0.1200990945,4630065,556066.6139761425,31667787.355790555,6.839598872972745,art,mbarc,270,0.2,-0.8395988729727453,-0.12275557215650341
823,NC_014328.1.region001,,8.762230057293962,,,,8.0,,,,,,sample_2,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1855079223,4630065,858913.7382639494,45139884.57901962,9.749298245061272,art,mbarc,270,0.2,-1.7492982450612722,-0.1794281189363982
871,NC_014328.1.region001,,11.812086822388718,,,,11.0,,,,,,sample_4,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2095946954,4630065,970437.063357201,58381396.14141988,12.609195797773872,art,mbarc,270,0.2,-1.6091957977738716,-0.12762081131756015
919,NC_014328.1.region001,,11.38541207580432,,,,11.0,,,,,,sample_1,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2134563787786543,4630065,988316.90840979,60203180.745289005,13.002664270434432,art,mbarc,270,0.2,-2.0026642704344315,-0.15401953236523275
1207,NC_014328.1.region001,,12.299636403702072,,,,12.0,,,,,,sample_3,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1407028821859297,4630065,651463.4902081966,62952613.19484666,13.59648583655881,art,mbarc,270,0.3,-1.5964858365588093,-0.1174190048627205
1255,NC_014328.1.region001,,18.64929484354341,,,,18.0,,,,,,sample_0,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2160051697,4630065,1000117.9760470304,90759083.98175023,19.602118756810164,art,mbarc,270,0.3,-1.6021187568101638,-0.0817319176914769
1303,NC_014328.1.region001,,19.219259585720582,,,,19.0,,,,,,sample_2,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2321189598,4630065,1074725.871606387,93988504.52827872,20.299608002971603,art,mbarc,270,0.3,-1.2996080029716026,-0.06402133493323402
1351,NC_014328.1.region001,,18.25506831203173,,,,18.0,,,,,,sample_4,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2219318512,4630065,1027558.896626328,93357770.1029232,20.163382177771418,art,mbarc,270,0.3,-2.1633821777714175,-0.10729262376211766
1399,NC_014328.1.region001,,14.232315998237109,,,,14.0,,,,,,sample_1,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1775050094,4630065,821859.7313476109,70959373.88051435,15.325783521508738,art,mbarc,270,0.3,-1.325783521508738,-0.08650673681042716
7,NC_014328.1.region001,,36.48876156897312,,,,36.0,,,,,,sample_3,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2927476509,4630065,1355440.6522643084,190710115.4162355,41.1895114682484,art,mbarc,270,0.5,-5.189511468248398,-0.12599109052917068
55,NC_014328.1.region001,,35.95752534156016,,,,36.0,,,,,,sample_0,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.29049584,4630065,1345014.6214296,177919263.6134649,38.42694727038711,art,mbarc,270,0.5,-2.4269472703871102,-0.06315743099003299
103,NC_014328.1.region001,,24.93708682238872,,,,25.0,,,,,,sample_2,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1862573746813742,4630065,862383.7515041169,126192337.95381032,27.25498193952144,art,mbarc,270,0.5,-2.254981939521439,-0.08273650463336296
151,NC_014328.1.region001,,42.70730498016747,,,,43.0,,,,,,sample_4,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.3347572890665243,4630065,1549948.0076017969,213852357.57307968,46.187765738295184,art,mbarc,270,0.5,-3.187765738295184,-0.0690175349974148
199,NC_014328.1.region001,,21.07051564565888,,,,21.0,,,,,,sample_1,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.169145517,4630065,783154.738168605,109070464.7836143,23.55700509250179,art,mbarc,270,0.5,-2.5570050925017895,-0.10854542342972477
487,NC_014328.1.region001,,68.06197664169238,,,,68.0,,,,,,sample_3,1_0GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2414761995758523,4630065,1118050.4999891687,348068296.861467,75.17568260088508,art,mbarc,270,1.0,-7.175682600885082,-0.09545217752104056
535,NC_014328.1.region001,,37.45890260026443,,,,37.0,,,,,,sample_0,1_0GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1354136466,4630065,626973.985645029,196948752.4344903,42.53693035291951,art,mbarc,270,1.0,-5.536930352919512,-0.13016760511350547
583,NC_014328.1.region001,,69.1381115028647,,,,69.0,,,,,,sample_2,1_0GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2659496887,4630065,1231364.3454107656,363553176.9020322,78.5201021804299,art,mbarc,270,1.0,-9.520102180429902,-0.12124413896652649
631,NC_014328.1.region001,,58.72879021595416,,,,58.0,,,,,,sample_4,1_0GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2039685388,4630065,944387.592599022,293051030.42666245,63.29307049181004,art,mbarc,270,1.0,-5.293070491810042,-0.08362796196615159
679,NC_014328.1.region001,,49.49636403702071,,,,49.0,,,,,,sample_1,1_0GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1926967756807303,4630065,892198.5966922005,248262463.1339067,53.61964964507122,art,mbarc,270,1.0,-4.61964964507122,-0.0861559088067608
252,NC_014328.1.region001,,2.922758174166397,,,,3.0,,,,,,sample_3,0_05GB,mapping(unfiltered),0.8508704275011018,NC_014328_1,region001,Genome1,0.169316674,4630065,783947.20620381,12844266.289551113,2.774100642118656,art,mbarc,270,0.05,0.2258993578813442,0.08143156540593954
300,NC_014328.1.region001,,3.092315216726784,,,,3.0,,,,,,sample_0,0_05GB,mapping(unfiltered),0.9011128250330542,NC_014328_1,region001,Genome1,0.2208162821,4630065,1022393.7391813366,14229724.473771948,3.0733314702432786,art,mbarc,270,0.05,-0.07333147024327857,-0.023860579619637907
348,NC_014328.1.region001,,2.8602256291582298,,,,3.0,,,,,,sample_2,0_05GB,mapping(unfiltered),0.9522366681357426,NC_014328_1,region001,Genome1,0.1940543248194054,4630065,898484.1374449603,12391571.67067004,2.676327798998511,art,mbarc,270,0.05,0.32367220100148897,0.12093892277418632
396,NC_014328.1.region001,,2.1057882767221776,,,,2.0,,,,,,sample_4,0_05GB,mapping(unfiltered),0.750936535918907,NC_014328_1,region001,Genome1,0.1365827761136582,4630065,632387.1312866849,9336153.371372428,2.016419504126276,art,mbarc,270,0.05,-0.016419504126275797,-0.008142900865953708
444,NC_014328.1.region001,,3.583614295347269,,,,3.0,,,,,,sample_1,0_05GB,mapping(unfiltered),0.980387836051124,NC_014328_1,region001,Genome1,0.2386605972,4630065,1105014.077974818,16736455.417637058,3.614734440582812,art,mbarc,270,0.05,-0.6147344405828119,-0.17006351384520985
972,NC_014328.1.region001,,4.277724259080864,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9721793741736448,NC_014328_1,region001,Genome1,0.1486036177,4630065,688044.4091861505,21343972.726193845,4.609864597191151,art,mbarc,270,0.1,-0.6098645971911507,-0.13229555539716914
1020,NC_014328.1.region001,,4.388743455497382,,,,4.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9680475980608196,NC_014328_1,region001,Genome1,0.1375356914137535,4630065,636799.1910656205,22047273.314688478,4.761763239757643,art,mbarc,270,0.1,-0.7617632397576433,-0.1599750347512898
1068,NC_014328.1.region001,,6.234928733847263,,,,6.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.993334067871309,NC_014328_1,region001,Genome1,0.2185977465,4630065,1012121.7751485225,29838266.033507057,6.444459426273077,art,mbarc,270,0.1,-0.44445942627307744,-0.06896768167413456
1116,NC_014328.1.region001,,6.374841379310345,,,,6.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.998512560599383,NC_014328_1,region001,Genome1,0.2417701585758229,4630065,1119411.5492663677,32049976.34855542,6.922143932872523,art,mbarc,270,0.1,-0.9221439328725234,-0.13321652103958143
1164,NC_014328.1.region001,,3.873956594323873,,,,4.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.989973556632878,NC_014328_1,region001,Genome1,0.1533519283,4630065,710029.3959043395,20302567.201623857,4.3849421555904415,art,mbarc,270,0.1,-0.38494215559044154,-0.08778728246156495
732,NC_014328.1.region001,,8.789079288115047,,,,9.0,,,,,,sample_3,0_2GB,mapping(unfiltered),0.999834728955487,NC_014328_1,region001,Genome1,0.1615452067,4630065,747964.8074594355,43904648.35168535,9.482512308506545,art,mbarc,270,0.2,-0.4825123085065446,-0.05088443787978992
780,NC_014328.1.region001,,6.04455609540636,,,,6.0,,,,,,sample_0,0_2GB,mapping(unfiltered),0.99779638607316,NC_014328_1,region001,Genome1,0.1200990945,4630065,556066.6139761425,31667787.355790555,6.839598872972745,art,mbarc,270,0.2,-0.8395988729727453,-0.12275557215650341
828,NC_014328.1.region001,,8.885026443367122,,,,8.0,,,,,,sample_2,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.1855079223,4630065,858913.7382639494,45139884.57901962,9.749298245061272,art,mbarc,270,0.2,-1.7492982450612722,-0.1794281189363982
876,NC_014328.1.region001,,11.975099162626709,,,,12.0,,,,,,sample_4,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2095946954,4630065,970437.063357201,58381396.14141988,12.609195797773872,art,mbarc,270,0.2,-0.6091957977738716,-0.04831361234642925
924,NC_014328.1.region001,,11.543741736447776,,,,11.0,,,,,,sample_1,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2134563787786543,4630065,988316.90840979,60203180.745289005,13.002664270434432,art,mbarc,270,0.2,-2.0026642704344315,-0.15401953236523275
1212,NC_014328.1.region001,,12.476421330982811,,,,12.0,,,,,,sample_3,0_3GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.1407028821859297,4630065,651463.4902081966,62952613.19484666,13.59648583655881,art,mbarc,270,0.3,-1.5964858365588093,-0.1174190048627205
1260,NC_014328.1.region001,,18.91323270163068,,,,18.0,,,,,,sample_0,0_3GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2160051697,4630065,1000117.9760470304,90759083.98175023,19.602118756810164,art,mbarc,270,0.3,-1.6021187568101638,-0.0817319176914769
1308,NC_014328.1.region001,,19.4931687968268,,,,19.0,,,,,,sample_2,0_3GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2321189598,4630065,1074725.871606387,93988504.52827872,20.299608002971603,art,mbarc,270,0.3,-1.2996080029716026,-0.06402133493323402
1356,NC_014328.1.region001,,18.5165271044513,,,,18.0,,,,,,sample_4,0_3GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2219318512,4630065,1027558.896626328,93357770.1029232,20.163382177771418,art,mbarc,270,0.3,-2.1633821777714175,-0.10729262376211766
1404,NC_014328.1.region001,,14.43058616130454,,,,14.0,,,,,,sample_1,0_3GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.1775050094,4630065,821859.7313476109,70959373.88051435,15.325783521508738,art,mbarc,270,0.3,-1.325783521508738,-0.08650673681042716
12,NC_014328.1.region001,,37.00903481710005,,,,37.0,,,,,,sample_3,0_5GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2927476509,4630065,1355440.6522643084,190710115.4162355,41.1895114682484,art,mbarc,270,0.5,-4.189511468248398,-0.10171306526609208
60,NC_014328.1.region001,,36.459673865138825,,,,37.0,,,,,,sample_0,0_5GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.29049584,4630065,1345014.6214296,177919263.6134649,38.42694727038711,art,mbarc,270,0.5,-1.4269472703871102,-0.03713402629531168
108,NC_014328.1.region001,,25.29131776112825,,,,25.0,,,,,,sample_2,0_5GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.1862573746813742,4630065,862383.7515041169,126192337.95381032,27.25498193952144,art,mbarc,270,0.5,-2.254981939521439,-0.08273650463336296
156,NC_014328.1.region001,,43.30817540766858,,,,43.0,,,,,,sample_4,0_5GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.3347572890665243,4630065,1549948.0076017969,213852357.57307968,46.187765738295184,art,mbarc,270,0.5,-3.187765738295184,-0.0690175349974148
204,NC_014328.1.region001,,21.367617893345084,,,,21.0,,,,,,sample_1,0_5GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.169145517,4630065,783154.738168605,109070464.7836143,23.55700509250179,art,mbarc,270,0.5,-2.5570050925017895,-0.10854542342972477
492,NC_014328.1.region001,,69.02462538563243,,,,69.0,,,,,,sample_3,1_0GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2414761995758523,4630065,1118050.4999891687,348068296.861467,75.17568260088508,art,mbarc,270,1.0,-6.175682600885082,-0.08215000366105585
540,NC_014328.1.region001,,37.98716394887616,,,,37.0,,,,,,sample_0,1_0GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.1354136466,4630065,626973.985645029,196948752.4344903,42.53693035291951,art,mbarc,270,1.0,-5.536930352919512,-0.13016760511350547
588,NC_014328.1.region001,,70.12384310268841,,,,70.0,,,,,,sample_2,1_0GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2659496887,4630065,1231364.3454107656,363553176.9020322,78.5201021804299,art,mbarc,270,1.0,-8.520102180429902,-0.10850854677763556
636,NC_014328.1.region001,,59.56698986337594,,,,59.0,,,,,,sample_4,1_0GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2039685388,4630065,944387.592599022,293051030.42666245,63.29307049181004,art,mbarc,270,1.0,-4.293070491810042,-0.06782844406901628
