,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB
782,NC_014328.1.region002,,5.518329295270199,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9971114962449452,NC_014328_1,region002,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
819,NC_014328.1.region002,19021.0,4.63771620840124,2.5552620126548407,0.0,3.0,4.0,6.0,24.0,18999.0,19019.0,18997.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
825,NC_014328.1.region002,,5.115382595451919,,,,5.0,,,,,,sample_2,0_1GB,mapping(filtered),1.0,NC_014328_1,region002,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
830,NC_014328.1.region002,,5.115382595451919,,,,5.0,,,,,,sample_2,0_1GB,mapping(unfiltered),1.0,NC_014328_1,region002,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
867,NC_014328.1.region002,19021.0,5.173965616949687,2.74661963899253,0.0,3.0,5.0,7.0,20.0,18894.0,19019.0,18892.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
873,NC_014328.1.region002,,5.713405319989465,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9970589779948532,NC_014328_1,region002,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
878,NC_014328.1.region002,,5.713405319989465,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9970589779948532,NC_014328_1,region002,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
915,NC_014328.1.region002,19021.0,3.0693444088113138,2.345538919874546,0.0,2.0,3.0,4.0,20.0,17654.0,19019.0,17652.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
921,NC_014328.1.region002,,3.443858285206575,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9457486476550602,NC_014328_1,region002,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
926,NC_014328.1.region002,,3.443858285206575,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9457486476550602,NC_014328_1,region002,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
720,NC_014328.1.region003,20732.0,2.4068589619911247,1.962053117587664,0.0,1.0,2.0,4.0,16.0,17593.0,20725.0,17586.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
726,NC_014328.1.region003,,3.1442238166750096,,,,3.0,,,,,,sample_3,0_1GB,mapping(filtered),0.8663743253662297,NC_014328_1,region003,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
731,NC_014328.1.region003,,3.1442238166750096,,,,3.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.8663743253662297,NC_014328_1,region003,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
768,NC_014328.1.region003,20732.0,5.855778506656376,3.0030677297779174,0.0,4.0,5.0,7.0,26.0,20703.0,20725.0,20696.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
774,NC_014328.1.region003,,6.740924649279275,,,,6.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9995663068619892,NC_014328_1,region003,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
779,NC_014328.1.region003,,6.740924649279275,,,,6.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9995663068619892,NC_014328_1,region003,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
816,NC_014328.1.region003,20732.0,4.328236542542929,2.492953267090359,0.0,3.0,4.0,5.0,24.0,20448.0,20725.0,20441.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
822,NC_014328.1.region003,,5.02095386260878,,,,4.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9911815728604472,NC_014328_1,region003,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
827,NC_014328.1.region003,,5.02095386260878,,,,4.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9911815728604472,NC_014328_1,region003,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
864,NC_014328.1.region003,20732.0,5.194385491028362,2.8875223413629767,0.0,3.0,5.0,7.0,24.0,20266.0,20725.0,20259.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
870,NC_014328.1.region003,,6.084357405140759,,,,6.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9842424826522744,NC_014328_1,region003,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
875,NC_014328.1.region003,,6.084357405140759,,,,6.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9842424826522744,NC_014328_1,region003,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
912,NC_014328.1.region003,20732.0,3.020065599073896,2.3471934508455887,0.0,2.0,3.0,4.0,20.0,19241.0,20725.0,19234.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
918,NC_014328.1.region003,,3.737620216901985,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9419814957594448,NC_014328_1,region003,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
923,NC_014328.1.region003,,3.737620216901985,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9419814957594448,NC_014328_1,region003,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
722,NC_014328.1.region004,22089.0,3.013038163791933,4.22083836500232,0.0,2.0,3.0,4.0,94.0,20689.0,22066.0,20666.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
725,NC_014328.1.region004,,3.523959076849869,,,,3.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9505178886426342,NC_014328_1,region004,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
730,NC_014328.1.region004,,3.523959076849869,,,,3.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9505178886426342,NC_014328_1,region004,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
770,NC_014328.1.region004,22089.0,5.743990221377156,10.714655482934797,0.0,3.0,5.0,6.0,228.0,21908.0,22066.0,21885.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
773,NC_014328.1.region004,,6.417848055252636,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9954317246370256,NC_014328_1,region004,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
778,NC_014328.1.region004,,6.417848055252636,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9954317246370256,NC_014328_1,region004,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
818,NC_014328.1.region004,22089.0,4.720947077730997,8.065704685677325,0.0,3.0,4.0,6.0,191.0,21457.0,22066.0,21434.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
821,NC_014328.1.region004,,5.406514597695831,,,,5.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9775656972273736,NC_014328_1,region004,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
826,NC_014328.1.region004,,5.406514597695831,,,,5.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9775656972273736,NC_014328_1,region004,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
866,NC_014328.1.region004,22089.0,5.887862737108969,9.433681757567928,0.0,4.0,5.0,7.0,201.0,21941.0,22066.0,21918.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
869,NC_014328.1.region004,,6.677826165850118,,,,6.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9970600208060066,NC_014328_1,region004,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
874,NC_014328.1.region004,,6.677826165850118,,,,6.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9970600208060066,NC_014328_1,region004,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
914,NC_014328.1.region004,22089.0,3.3436099415998912,6.728023369990969,0.0,2.0,3.0,4.0,153.0,20721.0,22066.0,20698.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
917,NC_014328.1.region004,,3.9220969880659218,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9550861640056084,NC_014328_1,region004,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
922,NC_014328.1.region004,,3.9220969880659218,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9550861640056084,NC_014328_1,region004,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
721,NC_014328.1.region005,21571.0,2.4261276714106903,4.59341324818821,0.0,1.0,2.0,3.0,104.0,18199.0,21570.0,18199.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
728,NC_014328.1.region005,,3.409988261658308,,,,3.0,,,,,,sample_3,0_1GB,mapping(filtered),0.8680468713815942,NC_014328_1,region005,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
733,NC_014328.1.region005,,3.409988261658308,,,,3.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.8680468713815942,NC_014328_1,region005,Genome1,0.1092292775,4630065,505738.6547280375,15730675.732292067,3.3975064566679016,wgsim,0.0,270,0.1
769,NC_014328.1.region005,21571.0,6.010801539103426,10.547159879004374,0.0,4.0,5.0,7.0,228.0,21420.0,21570.0,21419.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
776,NC_014328.1.region005,,7.297778397471649,,,,6.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9965263304154508,NC_014328_1,region005,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
781,NC_014328.1.region005,,7.297778397471649,,,,6.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9965263304154508,NC_014328_1,region005,Genome1,0.2515490305,4630065,1164688.3619019825,33140702.370593585,7.157718600191052,wgsim,0.0,270,0.1
817,NC_014328.1.region005,21571.0,4.487228223077279,8.15109183870335,0.0,2.0,4.0,5.0,191.0,21369.0,21570.0,21368.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
824,NC_014328.1.region005,,5.485262568790225,,,,4.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9930989764253624,NC_014328_1,region005,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
829,NC_014328.1.region005,,5.485262568790225,,,,4.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9930989764253624,NC_014328_1,region005,Genome1,0.195598646,4630065,905634.44489199,28079696.11847128,6.064644042464042,wgsim,0.0,270,0.1
865,NC_014328.1.region005,21571.0,5.309767743730008,9.52063403903128,0.0,3.0,4.0,6.0,209.0,21158.0,21570.0,21157.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
872,NC_014328.1.region005,,6.465903761373229,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.987541105090084,NC_014328_1,region005,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
877,NC_014328.1.region005,,6.465903761373229,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.987541105090084,NC_014328_1,region005,Genome1,0.2389941083761005,4630065,1106558.2563983898,31375539.322961267,6.776479233652501,wgsim,0.0,270,0.1
913,NC_014328.1.region005,21571.0,3.1525659450187757,6.663064298423081,0.0,1.0,2.0,4.0,153.0,20053.0,21570.0,20052.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
920,NC_014328.1.region005,,4.031657899863627,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9509517854661664,NC_014328_1,region005,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
925,NC_014328.1.region005,,4.031657899863627,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9509517854661664,NC_014328_1,region005,Genome1,0.1374143275,4630065,636237.2682562874,19346764.32379205,4.178508147032937,wgsim,0.0,270,0.1
753,NZ_CP020566.1.region001,21701.0,9.520759412008664,5.395654070809042,1.0,6.0,8.0,11.0,43.0,21701.0,21701.0,21701.0,sample_3,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1649276682,2071952,341722.21198232635,10629049.721552826,5.129969092697527,wgsim,0.0,270,0.1
754,NZ_CP020566.1.region001,,9.213295888771237,,,,9.0,,,,,,sample_3,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.1649276682,2071952,341722.21198232635,10629049.721552826,5.129969092697527,wgsim,0.0,270,0.1
755,NZ_CP020566.1.region001,,9.213295888771237,,,,9.0,,,,,,sample_3,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.1649276682,2071952,341722.21198232635,10629049.721552826,5.129969092697527,wgsim,0.0,270,0.1
801,NZ_CP020566.1.region001,21701.0,8.427583982304963,3.732244899799854,1.0,6.0,8.0,10.0,35.0,21701.0,21701.0,21701.0,sample_0,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1554516828,2071952,322088.4250808256,9164886.489623211,4.423310235769561,wgsim,0.0,270,0.1
802,NZ_CP020566.1.region001,,8.741310252750795,,,,8.0,,,,,,sample_0,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.1554516828,2071952,322088.4250808256,9164886.489623211,4.423310235769561,wgsim,0.0,270,0.1
803,NZ_CP020566.1.region001,,8.741310252750795,,,,8.0,,,,,,sample_0,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.1554516828,2071952,322088.4250808256,9164886.489623211,4.423310235769561,wgsim,0.0,270,0.1
849,NZ_CP020566.1.region001,21701.0,11.928252154278605,4.659618111981363,4.0,9.0,11.0,14.0,39.0,21701.0,21701.0,21701.0,sample_2,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2322703001,2071952,481252.9128327952,14921512.34385272,7.201668930483294,wgsim,0.0,270,0.1
850,NZ_CP020566.1.region001,,12.495465217991804,,,,12.0,,,,,,sample_2,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2322703001,2071952,481252.9128327952,14921512.34385272,7.201668930483294,wgsim,0.0,270,0.1
851,NZ_CP020566.1.region001,,12.495465217991804,,,,12.0,,,,,,sample_2,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2322703001,2071952,481252.9128327952,14921512.34385272,7.201668930483294,wgsim,0.0,270,0.1
897,NZ_CP020566.1.region001,21701.0,12.030275102529837,4.046589901082316,2.0,9.0,12.0,14.0,36.0,21701.0,21701.0,21701.0,sample_4,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2205411809779459,2071952,456950.7410096169,12956458.334030814,6.253261819786759,wgsim,0.0,270,0.1
898,NZ_CP020566.1.region001,,12.894618111504997,,,,13.0,,,,,,sample_4,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2205411809779459,2071952,456950.7410096169,12956458.334030814,6.253261819786759,wgsim,0.0,270,0.1
899,NZ_CP020566.1.region001,,12.894618111504997,,,,13.0,,,,,,sample_4,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2205411809779459,2071952,456950.7410096169,12956458.334030814,6.253261819786759,wgsim,0.0,270,0.1
945,NZ_CP020566.1.region001,21701.0,10.418782544583198,5.080731215901632,1.0,7.0,10.0,12.0,39.0,21701.0,21701.0,21701.0,sample_1,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1954463896,2071952,404955.5378244992,12313927.119322946,5.943152698191342,wgsim,0.0,270,0.1
946,NZ_CP020566.1.region001,,10.662538557156669,,,,11.0,,,,,,sample_1,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.1954463896,2071952,404955.5378244992,12313927.119322946,5.943152698191342,wgsim,0.0,270,0.1
947,NZ_CP020566.1.region001,,10.662538557156669,,,,11.0,,,,,,sample_1,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.1954463896,2071952,404955.5378244992,12313927.119322946,5.943152698191342,wgsim,0.0,270,0.1
740,NZ_CP053893.1.region001,21541.0,3.1154078269346828,1.8387288227153988,0.0,2.0,3.0,4.0,14.0,20110.0,21538.0,20107.0,sample_3,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.218306748,5984367,1306427.698608516,40635593.70510549,6.790291054192614,wgsim,0.0,270,0.1
741,NZ_CP053893.1.region001,,3.783815538258188,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9474050368721304,NZ_CP053893_1,region001,Genome3,0.218306748,5984367,1306427.698608516,40635593.70510549,6.790291054192614,wgsim,0.0,270,0.1
747,NZ_CP053893.1.region001,,3.783815538258188,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9474050368721304,NZ_CP053893_1,region001,Genome3,0.218306748,5984367,1306427.698608516,40635593.70510549,6.790291054192614,wgsim,0.0,270,0.1
788,NZ_CP053893.1.region001,21541.0,3.4266747133373565,2.0240824085373816,0.0,2.0,3.0,5.0,14.0,20454.0,21538.0,20451.0,sample_0,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.2042639969,5984367,1222390.7223364622,34782598.019071564,5.812243470206885,wgsim,0.0,270,0.1
789,NZ_CP053893.1.region001,,4.093730422630235,,,,4.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9624321691943788,NZ_CP053893_1,region001,Genome3,0.2042639969,5984367,1222390.7223364622,34782598.019071564,5.812243470206885,wgsim,0.0,270,0.1
795,NZ_CP053893.1.region001,,4.093730422630235,,,,4.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9624321691943788,NZ_CP053893_1,region001,Genome3,0.2042639969,5984367,1222390.7223364622,34782598.019071564,5.812243470206885,wgsim,0.0,270,0.1
836,NZ_CP053893.1.region001,21541.0,2.7186760131841603,1.568065368237791,0.0,2.0,3.0,4.0,14.0,20679.0,21538.0,20676.0,sample_2,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.165567164,5984367,990814.672525188,30720756.11870975,5.133501357572112,wgsim,0.0,270,0.1
837,NZ_CP053893.1.region001,,3.2021483910832265,,,,3.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9757896201474884,NZ_CP053893_1,region001,Genome3,0.165567164,5984367,990814.672525188,30720756.11870975,5.133501357572112,wgsim,0.0,270,0.1
843,NZ_CP053893.1.region001,,3.2021483910832265,,,,3.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9757896201474884,NZ_CP053893_1,region001,Genome3,0.165567164,5984367,990814.672525188,30720756.11870975,5.133501357572112,wgsim,0.0,270,0.1
