,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB
871,NC_014328.1.region001,,5.676712176712177,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.992617893345086,NC_014328_1,region001,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
876,NC_014328.1.region001,,5.676712176712177,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.992617893345086,NC_014328_1,region001,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
916,NC_014328.1.region001,18132.0,1.4133575998235164,1.4017741461010982,0.0,1.0,1.0,2.0,49.0,13667.0,18086.0,13621.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
919,NC_014328.1.region001,,3.0345509539320616,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9471132657558397,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
924,NC_014328.1.region001,,3.0345509539320616,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9471132657558397,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
723,NC_014328.1.region002,19021.0,2.183323694863572,1.64687114161918,0.0,1.0,2.0,3.0,11.0,16470.0,19019.0,16468.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
729,NC_014328.1.region002,,4.779119051451258,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9788876634630534,NC_014328_1,region002,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
734,NC_014328.1.region002,,4.779119051451258,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9788876634630534,NC_014328_1,region002,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
771,NC_014328.1.region002,19021.0,2.547394984490826,1.77626783295163,0.0,1.0,2.0,4.0,10.0,17249.0,19019.0,17247.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
777,NC_014328.1.region002,,5.436457673633101,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9951158027414526,NC_014328_1,region002,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
782,NC_014328.1.region002,,5.436457673633101,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9951158027414526,NC_014328_1,region002,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
819,NC_014328.1.region002,19021.0,2.7991167656800378,1.8776933009894956,0.0,1.0,3.0,4.0,14.0,17482.0,19019.0,17480.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
825,NC_014328.1.region002,,5.894781367313488,,,,6.0,,,,,,sample_2,0_1GB,mapping(filtered),0.993277663988236,NC_014328_1,region002,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
830,NC_014328.1.region002,,5.894781367313488,,,,6.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.993277663988236,NC_014328_1,region002,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
867,NC_014328.1.region002,19021.0,2.6330897429157245,1.717515588221581,0.0,1.0,2.0,4.0,13.0,17731.0,19019.0,17729.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
873,NC_014328.1.region002,,5.567081822481476,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9993697809988972,NC_014328_1,region002,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
878,NC_014328.1.region002,,5.567081822481476,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9993697809988972,NC_014328_1,region002,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
915,NC_014328.1.region002,19021.0,1.4265811471531464,1.2836577062577057,0.0,0.0,1.0,2.0,8.0,14080.0,19019.0,14078.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region002,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
921,NC_014328.1.region002,,3.148066360908216,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9275248148731684,NC_014328_1,region002,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
926,NC_014328.1.region002,,3.148066360908216,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9275248148731684,NC_014328_1,region002,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
720,NC_014328.1.region003,20732.0,2.290034728921474,1.5853664473002236,0.0,1.0,2.0,3.0,11.0,18755.0,20725.0,18748.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
726,NC_014328.1.region003,,5.002651113467657,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9997108712413262,NC_014328_1,region003,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
731,NC_014328.1.region003,,5.002651113467657,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9997108712413262,NC_014328_1,region003,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
768,NC_014328.1.region003,20732.0,2.255209338221108,1.5570864549947154,0.0,1.0,2.0,3.0,11.0,18523.0,20725.0,18516.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
774,NC_014328.1.region003,,4.983997672388711,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9937355435620664,NC_014328_1,region003,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
779,NC_014328.1.region003,,4.983997672388711,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9937355435620664,NC_014328_1,region003,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
816,NC_014328.1.region003,20732.0,2.9555276866679527,1.872767869204632,0.0,2.0,3.0,4.0,14.0,19375.0,20725.0,19368.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
822,NC_014328.1.region003,,6.31928060336492,,,,6.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9967232074016962,NC_014328_1,region003,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
827,NC_014328.1.region003,,6.31928060336492,,,,6.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9967232074016962,NC_014328_1,region003,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
864,NC_014328.1.region003,20732.0,2.8309376808797992,1.9203476534974329,0.0,1.0,3.0,4.0,13.0,19078.0,20725.0,19071.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
870,NC_014328.1.region003,,6.155636363636364,,,,6.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9938801079414032,NC_014328_1,region003,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
875,NC_014328.1.region003,,6.155636363636364,,,,6.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9938801079414032,NC_014328_1,region003,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
912,NC_014328.1.region003,20732.0,1.4726509743391858,1.3305516581983732,0.0,0.0,1.0,2.0,9.0,15546.0,20725.0,15540.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region003,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
918,NC_014328.1.region003,,3.357364822871349,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9304163454124904,NC_014328_1,region003,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
923,NC_014328.1.region003,,3.357364822871349,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9304163454124904,NC_014328_1,region003,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
722,NC_014328.1.region004,22089.0,2.3226040110462223,4.680236579811202,0.0,1.0,2.0,3.0,107.0,19331.0,22066.0,19308.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
725,NC_014328.1.region004,,4.568148754318967,,,,4.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9948889592473652,NC_014328_1,region004,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
730,NC_014328.1.region004,,4.568148754318967,,,,4.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9948889592473652,NC_014328_1,region004,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
770,NC_014328.1.region004,22089.0,2.613518040653719,4.718293804809905,0.0,1.0,2.0,3.0,100.0,19429.0,22066.0,19407.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
773,NC_014328.1.region004,,5.274156264447527,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9783346148627255,NC_014328_1,region004,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
778,NC_014328.1.region004,,5.274156264447527,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9783346148627255,NC_014328_1,region004,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
818,NC_014328.1.region004,22089.0,3.12105572909593,4.664593691559018,0.0,2.0,3.0,4.0,104.0,20652.0,22066.0,20630.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
821,NC_014328.1.region004,,6.16768015973861,,,,6.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9966981772128998,NC_014328_1,region004,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
826,NC_014328.1.region004,,6.16768015973861,,,,6.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9966981772128998,NC_014328_1,region004,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
866,NC_014328.1.region004,22089.0,2.908823396260582,5.688770854231034,0.0,1.0,2.0,4.0,127.0,20083.0,22066.0,20060.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
869,NC_014328.1.region004,,5.798444291924045,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9885114659188564,NC_014328_1,region004,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
874,NC_014328.1.region004,,5.798444291924045,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9885114659188564,NC_014328_1,region004,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
914,NC_014328.1.region004,22089.0,1.440988727420888,2.3358004661653182,0.0,0.0,1.0,2.0,45.0,15949.0,22066.0,15927.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region004,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
917,NC_014328.1.region004,,3.0579172885272734,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9394816590528744,NC_014328_1,region004,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
922,NC_014328.1.region004,,3.0579172885272734,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9394816590528744,NC_014328_1,region004,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
721,NC_014328.1.region005,21571.0,2.520142784293728,4.868869243733568,0.0,1.0,2.0,3.0,107.0,18785.0,21570.0,18784.0,sample_3,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
728,NC_014328.1.region005,,5.435158093440302,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9814274466212772,NC_014328_1,region005,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
733,NC_014328.1.region005,,5.435158093440302,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9814274466212772,NC_014328_1,region005,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1
769,NC_014328.1.region005,21571.0,2.6083167215242686,4.674681844445056,0.0,1.0,2.0,3.0,100.0,19019.0,21570.0,19018.0,sample_0,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
776,NC_014328.1.region005,,5.513501908396947,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9707748598953267,NC_014328_1,region005,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
781,NC_014328.1.region005,,5.513501908396947,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9707748598953267,NC_014328_1,region005,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1
817,NC_014328.1.region005,21571.0,2.8950906309396878,4.996195075657339,0.0,1.0,2.0,4.0,104.0,19744.0,21570.0,19743.0,sample_2,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
824,NC_014328.1.region005,,5.888085303662495,,,,5.0,,,,,,sample_2,0_1GB,mapping(filtered),0.9990273725163262,NC_014328_1,region005,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
829,NC_014328.1.region005,,5.888085303662495,,,,5.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.9990273725163262,NC_014328_1,region005,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1
865,NC_014328.1.region005,21571.0,3.1273469009318067,5.607776482076614,0.0,2.0,3.0,4.0,127.0,19883.0,21570.0,19882.0,sample_4,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
872,NC_014328.1.region005,,6.476928877786681,,,,6.0,,,,,,sample_4,0_1GB,mapping(filtered),0.9826779676717152,NC_014328_1,region005,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
877,NC_014328.1.region005,,6.476928877786681,,,,6.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.9826779676717152,NC_014328_1,region005,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1
913,NC_014328.1.region005,21571.0,1.61035649714895,2.3418354244566397,0.0,1.0,1.0,2.0,50.0,17356.0,21570.0,17355.0,sample_1,0_1GB,kmerCount,,NC_014328_1,region005,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
920,NC_014328.1.region005,,3.446566685531032,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9820758649437266,NC_014328_1,region005,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
925,NC_014328.1.region005,,3.446566685531032,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9820758649437266,NC_014328_1,region005,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1
753,NZ_CP020566.1.region001,21701.0,4.806368370121192,2.902949079650573,0.0,3.0,4.0,6.0,23.0,21391.0,21701.0,21391.0,sample_3,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1612636132,2071952,334130.4658969664,9388351.135799514,4.531162466987418,wgsim,0.03,270,0.1
754,NZ_CP020566.1.region001,,8.835467526485491,,,,9.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9994935776437548,NZ_CP020566_1,region001,Genome2,0.1612636132,2071952,334130.4658969664,9388351.135799514,4.531162466987418,wgsim,0.03,270,0.1
755,NZ_CP020566.1.region001,,8.835467526485491,,,,9.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9994935776437548,NZ_CP020566_1,region001,Genome2,0.1612636132,2071952,334130.4658969664,9388351.135799514,4.531162466987418,wgsim,0.03,270,0.1
801,NZ_CP020566.1.region001,21701.0,4.253905349983872,2.728050075232661,0.0,2.0,4.0,6.0,22.0,21182.0,21701.0,21182.0,sample_0,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.1550768408844923,2071952,321311.7706243056,9439592.886143193,4.555893614399944,wgsim,0.03,270,0.1
802,NZ_CP020566.1.region001,,7.982319627975506,,,,8.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9999079232079554,NZ_CP020566_1,region001,Genome2,0.1550768408844923,2071952,321311.7706243056,9439592.886143193,4.555893614399944,wgsim,0.03,270,0.1
803,NZ_CP020566.1.region001,,7.982319627975506,,,,8.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9999079232079554,NZ_CP020566_1,region001,Genome2,0.1550768408844923,2071952,321311.7706243056,9439592.886143193,4.555893614399944,wgsim,0.03,270,0.1
849,NZ_CP020566.1.region001,21701.0,6.3123358370582,3.337725899405,0.0,4.0,6.0,8.0,26.0,21583.0,21701.0,21583.0,sample_2,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2195947119,2071952,454989.7025106288,14435931.560187876,6.967309841245298,wgsim,0.03,270,0.1
850,NZ_CP020566.1.region001,,12.188020809355002,,,,12.0,,,,,,sample_2,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2195947119,2071952,454989.7025106288,14435931.560187876,6.967309841245298,wgsim,0.03,270,0.1
851,NZ_CP020566.1.region001,,12.188020809355002,,,,12.0,,,,,,sample_2,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2195947119,2071952,454989.7025106288,14435931.560187876,6.967309841245298,wgsim,0.03,270,0.1
897,NZ_CP020566.1.region001,21701.0,5.909773743145477,2.8067835617714247,0.0,4.0,6.0,7.0,25.0,21549.0,21701.0,21549.0,sample_4,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2136541287,2071952,442681.0992682224,12800015.926723937,6.177756978310278,wgsim,0.03,270,0.1
898,NZ_CP020566.1.region001,,11.737304912296857,,,,11.0,,,,,,sample_4,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2136541287,2071952,442681.0992682224,12800015.926723937,6.177756978310278,wgsim,0.03,270,0.1
899,NZ_CP020566.1.region001,,11.737304912296857,,,,11.0,,,,,,sample_4,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2136541287,2071952,442681.0992682224,12800015.926723937,6.177756978310278,wgsim,0.03,270,0.1
945,NZ_CP020566.1.region001,21701.0,7.585042163955578,3.362083953576285,0.0,5.0,7.0,9.0,25.0,21685.0,21701.0,21685.0,sample_1,0_1GB,kmerCount,,NZ_CP020566_1,region001,Genome2,0.2655466274,2071952,550199.8657346849,17162384.39102746,8.283195938432677,wgsim,0.03,270,0.1
946,NZ_CP020566.1.region001,,14.951521568988536,,,,14.0,,,,,,sample_1,0_1GB,mapping(filtered),1.0,NZ_CP020566_1,region001,Genome2,0.2655466274,2071952,550199.8657346849,17162384.39102746,8.283195938432677,wgsim,0.03,270,0.1
947,NZ_CP020566.1.region001,,14.951521568988536,,,,14.0,,,,,,sample_1,0_1GB,mapping(unfiltered),1.0,NZ_CP020566_1,region001,Genome2,0.2655466274,2071952,550199.8657346849,17162384.39102746,8.283195938432677,wgsim,0.03,270,0.1
740,NZ_CP053893.1.region001,21541.0,2.13133095028086,1.4500898819780828,0.0,1.0,2.0,3.0,10.0,18968.0,21538.0,18965.0,sample_3,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.2492015285,5984367,1491313.4035049595,41902715.599559285,7.00202972169977,wgsim,0.03,270,0.1
741,NZ_CP053893.1.region001,,4.689560183023625,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.9933676545614768,NZ_CP053893_1,region001,Genome3,0.2492015285,5984367,1491313.4035049595,41902715.599559285,7.00202972169977,wgsim,0.03,270,0.1
747,NZ_CP053893.1.region001,,4.689560183023625,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.9933676545614768,NZ_CP053893_1,region001,Genome3,0.2492015285,5984367,1491313.4035049595,41902715.599559285,7.00202972169977,wgsim,0.03,270,0.1
788,NZ_CP053893.1.region001,21541.0,1.4906457453228728,1.3242850792440934,0.0,0.0,1.0,2.0,9.0,15900.0,21538.0,15897.0,sample_0,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.2001325207799867,5984367,1197666.4529825666,35185401.72860815,5.879552796245308,wgsim,0.03,270,0.1
789,NZ_CP053893.1.region001,,3.5544835132043566,,,,3.0,,,,,,sample_0,0_1GB,mapping(filtered),0.9325634247020084,NZ_CP053893_1,region001,Genome3,0.2001325207799867,5984367,1197666.4529825666,35185401.72860815,5.879552796245308,wgsim,0.03,270,0.1
795,NZ_CP053893.1.region001,,3.5544835132043566,,,,3.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.9325634247020084,NZ_CP053893_1,region001,Genome3,0.2001325207799867,5984367,1197666.4529825666,35185401.72860815,5.879552796245308,wgsim,0.03,270,0.1
836,NZ_CP053893.1.region001,21541.0,0.9421103941321202,1.0274507956528778,0.0,0.0,1.0,2.0,7.0,12480.0,21538.0,12480.0,sample_2,0_1GB,kmerCount,,NZ_CP053893_1,region001,Genome3,0.115910017,5984367,693648.0807042391,22008094.17146788,3.677597675989437,wgsim,0.03,270,0.1
837,NZ_CP053893.1.region001,,2.4331059522499725,,,,2.0,,,,,,sample_2,0_1GB,mapping(filtered),0.8430963313389916,NZ_CP053893_1,region001,Genome3,0.115910017,5984367,693648.0807042391,22008094.17146788,3.677597675989437,wgsim,0.03,270,0.1
