,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,quantification,Breadth,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,err_type,err_profile,fragment_size,readsGB,error,RE
292,NC_014328.1.region001,18132.0,20.91600485329804,12.772738681341783,5.0,17.0,20.0,23.0,808.0,18132.0,18086.0,18086.0,sample_0,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1892471612,4630065,876226.6574214781,275238314.26744413,59.44588559068698,wgsim,0.03,270,1.0,-39.44588559068698,-0.6635595583904754
340,NC_014328.1.region001,18132.0,22.99145157732186,13.25078251549225,7.0,19.0,22.0,26.0,829.0,18132.0,18086.0,18086.0,sample_2,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.201106494,4630065,931136.13914211,288461881.54993606,62.30190754340081,wgsim,0.03,270,1.0,-40.30190754340081,-0.6468807959904864
388,NC_014328.1.region001,18132.0,15.642510478711667,9.26367130405761,3.0,12.0,15.0,18.0,588.0,18132.0,18086.0,18086.0,sample_4,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1357723633,4630065,628634.8672826145,187444680.74849236,40.48424390337767,wgsim,0.03,270,1.0,-25.484243903377667,-0.6294854848765368
436,NC_014328.1.region001,18132.0,18.376792411206708,10.987529983434984,4.0,15.0,17.0,21.0,687.0,18132.0,18086.0,18086.0,sample_1,1GB,kmerCount,,NC_014328_1,region001,Genome1,0.1646787767,4630065,762473.4402414855,237421350.85278013,51.2781895832521,wgsim,0.03,270,1.0,-34.2781895832521,-0.6684750351336048
724,NC_014328.1.region001,18132.0,2.498841826604897,1.8624738879830691,0.0,1.0,3.79160926722042,3.0,66.0,16708.0,18086.0,16662.0,sample_3,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1,-1.750404486582004,-0.31584268180154484
772,NC_014328.1.region001,18132.0,2.3879880873593646,2.0441260922918736,0.0,1.0,3.79160926722042,3.0,87.0,16150.0,18086.0,16104.0,sample_0,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1,-2.454816245356963,-0.39299536037276195
820,NC_014328.1.region001,18132.0,2.770902272225899,2.13023036798994,0.0,1.0,5.68741390083063,4.0,70.0,16763.0,18086.0,16717.0,sample_2,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1,-1.9786804619734886,-0.2581080232424537
868,NC_014328.1.region001,18132.0,2.715365100375028,2.32626419767164,0.0,1.0,3.79160926722042,4.0,102.0,16694.0,18086.0,16648.0,sample_4,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1,-2.9737922650460296,-0.4395588718368046
916,NC_014328.1.region001,18132.0,1.4133575998235164,1.4017741461010982,0.0,1.0,1.89580463361021,2.0,49.0,13667.0,18086.0,13621.0,sample_1,0_1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1,-1.6977362097999509,-0.47244105014508503
484,NC_014328.1.region001,18132.0,3.453287006397529,2.59819492134176,0.0,2.0,5.68741390083063,5.0,127.0,17469.0,18086.0,17423.0,sample_3,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1557078253,4630065,720937.3521476445,44075942.06491075,9.519508271462874,wgsim,0.03,270,0.2,-3.8320943706322437,-0.4025517139493342
532,NC_014328.1.region001,18132.0,6.660765497463049,4.37137847666751,0.0,5.0,11.37482780166126,8.0,227.0,18113.0,18086.0,18067.0,sample_0,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2926427936292642,4630065,1354955.1562850792,75662335.69786501,16.341527753468906,wgsim,0.03,270,0.2,-4.966699951807646,-0.30393118848715583
580,NC_014328.1.region001,18132.0,3.847286565188617,2.9563229484056683,0.0,2.0,7.58321853444084,5.0,146.0,17695.0,18086.0,17649.0,sample_2,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.178455683,4630065,826261.411909395,49199360.465085454,10.626062585532914,wgsim,0.03,270,0.2,-3.0428440510920742,-0.28635668448206025
628,NC_014328.1.region001,18132.0,4.865376130597838,3.4319851458769346,0.0,3.0,7.58321853444084,6.0,167.0,17954.0,18086.0,17908.0,sample_4,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2108713088789128,4630065,976347.8667444434,50390077.5988906,10.88323330210064,wgsim,0.03,270,0.2,-3.3000147676598006,-0.30322007036482845
676,NC_014328.1.region001,18132.0,6.068442532539157,3.865892533366466,0.0,4.0,11.37482780166126,8.0,191.0,18061.0,18086.0,18015.0,sample_1,0_2GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2412511818,4630065,1117008.653060817,65345097.20878799,14.11321379047335,wgsim,0.03,270,0.2,-2.738385988812091,-0.19402993743781774
964,NC_014328.1.region001,18132.0,9.870229428634458,6.404100302221791,0.0,7.0,17.06224170249189,12.0,371.0,18129.0,18086.0,18083.0,sample_3,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.289570097728957,4630065,1340728.3745414233,116181837.09356286,25.09291707428791,wgsim,0.03,270,0.3,-8.030675371796022,-0.3200375368085385
1012,NC_014328.1.region001,18132.0,7.269523494374586,4.924278193707832,0.0,5.0,13.27063243527147,9.0,253.0,18108.0,18086.0,18062.0,sample_0,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2142002794785799,4630065,991761.217003991,82461301.48064058,17.809966270590277,wgsim,0.03,270,0.3,-4.539333835318807,-0.25487604896897764
1060,NC_014328.1.region001,18132.0,7.158283697330687,4.827918080787679,0.0,5.0,13.27063243527147,9.0,257.0,18098.0,18086.0,18052.0,sample_2,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.21730050742173,4630065,1006115.4738955924,89618607.16178736,19.35579892761492,wgsim,0.03,270,0.3,-6.0851664923434505,-0.31438467175135526
1108,NC_014328.1.region001,18132.0,6.2946724023825285,4.129852506433623,0.0,4.0,11.37482780166126,8.0,217.0,18071.0,18086.0,18025.0,sample_4,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.178369746917837,4630065,825863.522263135,73197734.31953289,15.809223913602269,wgsim,0.03,270,0.3,-4.434396111941009,-0.28049423147999386
1156,NC_014328.1.region001,18132.0,6.864548863887051,4.8982889206888,0.0,5.0,11.37482780166126,8.0,264.0,18115.0,18086.0,18069.0,sample_1,0_3GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2159782581,4630065,999993.3735897765,87556964.695296,18.910526028316237,wgsim,0.03,270,0.3,-7.5356982266549775,-0.39849225851101
4,NC_014328.1.region001,18132.0,9.607875579086697,6.1645481885670526,1.0,7.0,17.06224170249189,11.0,353.0,18132.0,18086.0,18086.0,sample_3,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1669311196,4630065,772901.934270774,114266507.67196085,24.679244820960577,wgsim,0.03,270,0.5,-7.617003118468688,-0.3086400403953777
52,NC_014328.1.region001,18132.0,12.134017207147584,7.542150188282423,1.0,9.0,22.74965560332252,14.0,412.0,18132.0,18086.0,18086.0,sample_0,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2045732812795426,4630065,947187.5895875654,135727947.554445,29.314479938066743,wgsim,0.03,270,0.5,-6.564824334744223,-0.22394476547473643
100,NC_014328.1.region001,18132.0,8.942753143613501,5.7814639635579175,1.0,6.0,15.16643706888168,11.0,308.0,18132.0,18086.0,18086.0,sample_2,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1545479899,4630065,715567.2388563434,108746552.58135952,23.487046635708037,wgsim,0.03,270,0.5,-8.320609566826358,-0.35426376486928307
148,NC_014328.1.region001,18132.0,11.652768585925436,7.53993223256327,1.0,9.0,20.85385096971231,14.0,450.0,18132.0,18086.0,18086.0,sample_4,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.2030181058203018,4630065,939987.0261248756,142209300.89890236,30.71432061945185,wgsim,0.03,270,0.5,-9.860469649739542,-0.3210381818927408
196,NC_014328.1.region001,18132.0,8.787557908669756,5.319092049162798,1.0,6.0,15.16643706888168,11.0,292.0,18132.0,18086.0,18086.0,sample_1,0_5GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1497557483700488,4630065,693378.84907697,110389282.43607277,23.84184291928359,wgsim,0.03,270,0.5,-8.67540585040191,-0.36387312338951494
244,NC_014328.1.region001,18132.0,22.95968453562762,13.6101019685407,8.0,19.0,41.70770193942462,25.0,854.0,18132.0,18086.0,18086.0,sample_3,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1939770640193977,4630065,898126.4149189726,261130368.1091281,56.398855763175696,wgsim,0.03,270,1.0,-14.69115382375108,-0.2604867355011717
292,NC_014328.1.region001,18132.0,20.91600485329804,12.772738681341783,5.0,17.0,37.9160926722042,23.0,808.0,18132.0,18086.0,18086.0,sample_0,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1892471612,4630065,876226.6574214781,275238314.26744413,59.44588559068698,wgsim,0.03,270,1.0,-21.529792918482777,-0.362174651862798
340,NC_014328.1.region001,18132.0,22.99145157732186,13.25078251549225,7.0,19.0,41.70770193942462,26.0,829.0,18132.0,18086.0,18086.0,sample_2,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.201106494,4630065,931136.13914211,288461881.54993606,62.30190754340081,wgsim,0.03,270,1.0,-20.594205603976192,-0.3305549768220153
388,NC_014328.1.region001,18132.0,15.642510478711667,9.26367130405761,3.0,12.0,28.437069504153147,18.0,588.0,18132.0,18086.0,18086.0,sample_4,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1357723633,4630065,628634.8672826145,187444680.74849236,40.48424390337767,wgsim,0.03,270,1.0,-12.04717439922452,-0.29757686540909817
436,NC_014328.1.region001,18132.0,18.376792411206708,10.987529983434984,4.0,15.0,32.228678771373566,21.0,687.0,18132.0,18086.0,18086.0,sample_1,1GB,kmerCount(corrected),,NC_014328_1,region001,Genome1,0.1646787767,4630065,762473.4402414855,237421350.85278013,51.2781895832521,wgsim,0.03,270,1.0,-19.049510811878534,-0.3714934354488262
727,NC_014328.1.region001,,5.268113134444014,,,,5.0,,,,,,sample_3,0_1GB,mapping(filtered),0.995317320405465,NC_014328_1,region001,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1,-0.5420137538024239,-0.09780086767748339
775,NC_014328.1.region001,,5.063309513175525,,,,5.0,,,,,,sample_0,0_1GB,mapping(filtered),0.98677831643896,NC_014328_1,region001,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1,-1.2464255125773827,-0.19954220378801668
823,NC_014328.1.region001,,5.815198808801632,,,,5.0,,,,,,sample_2,0_1GB,mapping(filtered),0.998953283384751,NC_014328_1,region001,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1,-2.6660943628041185,-0.34777739962868254
871,NC_014328.1.region001,,5.676712176712177,,,,5.0,,,,,,sample_4,0_1GB,mapping(filtered),0.992617893345086,NC_014328_1,region001,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1,-1.7654015322664494,-0.26094556603132313
919,NC_014328.1.region001,,3.0345509539320616,,,,3.0,,,,,,sample_1,0_1GB,mapping(filtered),0.9471132657558397,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1,-0.5935408434101608,-0.16516880404979858
487,NC_014328.1.region001,,7.199129428618656,,,,7.0,,,,,,sample_3,0_2GB,mapping(filtered),0.999834728955487,NC_014328_1,region001,Genome1,0.1557078253,4630065,720937.3521476445,44075942.06491075,9.519508271462874,wgsim,0.03,270,0.2,-2.5195082714628736,-0.2646679008637174
535,NC_014328.1.region001,,13.716780520052886,,,,14.0,,,,,,sample_0,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2926427936292642,4630065,1354955.1562850792,75662335.69786501,16.341527753468906,wgsim,0.03,270,0.2,-2.341527753468906,-0.14328695509952288
583,NC_014328.1.region001,,8.172818422212428,,,,8.0,,,,,,sample_2,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.178455683,4630065,826261.411909395,49199360.465085454,10.626062585532914,wgsim,0.03,270,0.2,-2.626062585532914,-0.2471341161784822
631,NC_014328.1.region001,,9.951740855002203,,,,10.0,,,,,,sample_4,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2108713088789128,4630065,976347.8667444434,50390077.5988906,10.88323330210064,wgsim,0.03,270,0.2,-0.8832333021006402,-0.08115541379878
679,NC_014328.1.region001,,12.619656236227414,,,,13.0,,,,,,sample_1,0_2GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2412511818,4630065,1117008.653060817,65345097.20878799,14.11321379047335,wgsim,0.03,270,0.2,-1.1132137904733508,-0.07887741282745878
967,NC_014328.1.region001,,20.39345526663729,,,,20.0,,,,,,sample_3,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.289570097728957,4630065,1340728.3745414233,116181837.09356286,25.09291707428791,wgsim,0.03,270,0.3,-5.092917074287911,-0.20296233631228539
1015,NC_014328.1.region001,,15.004517408550022,,,,15.0,,,,,,sample_0,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2142002794785799,4630065,991761.217003991,82461301.48064058,17.809966270590277,wgsim,0.03,270,0.3,-2.8099662705902766,-0.1577749349941439
1063,NC_014328.1.region001,,14.970636844424856,,,,15.0,,,,,,sample_2,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.21730050742173,4630065,1006115.4738955924,89618607.16178736,19.35579892761492,wgsim,0.03,270,0.3,-4.35579892761492,-0.2250384468191856
1111,NC_014328.1.region001,,13.104616571176727,,,,13.0,,,,,,sample_4,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.178369746917837,4630065,825863.522263135,73197734.31953289,15.809223913602269,wgsim,0.03,270,0.3,-2.8092239136022688,-0.177695244811177
1159,NC_014328.1.region001,,14.498016747465844,,,,14.0,,,,,,sample_1,0_3GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2159782581,4630065,999993.3735897765,87556964.695296,18.910526028316237,wgsim,0.03,270,0.3,-4.910526028316237,-0.2596715723805523
7,NC_014328.1.region001,,19.837263111502864,,,,19.0,,,,,,sample_3,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1669311196,4630065,772901.934270774,114266507.67196085,24.679244820960577,wgsim,0.03,270,0.5,-5.679244820960577,-0.23012230974495138
55,NC_014328.1.region001,,25.355057293962098,,,,25.0,,,,,,sample_0,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2045732812795426,4630065,947187.5895875654,135727947.554445,29.314479938066743,wgsim,0.03,270,0.5,-4.314479938066743,-0.14717913970099508
103,NC_014328.1.region001,,18.81384971353019,,,,18.0,,,,,,sample_2,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1545479899,4630065,715567.2388563434,108746552.58135952,23.487046635708037,wgsim,0.03,270,0.5,-5.487046635708037,-0.2336201192433416
151,NC_014328.1.region001,,24.262395328338474,,,,24.0,,,,,,sample_4,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.2030181058203018,4630065,939987.0261248756,142209300.89890236,30.71432061945185,wgsim,0.03,270,0.5,-6.7143206194518505,-0.21860553917639214
199,NC_014328.1.region001,,18.29137285147642,,,,18.0,,,,,,sample_1,0_5GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1497557483700488,4630065,693378.84907697,110389282.43607277,23.84184291928359,wgsim,0.03,270,0.5,-5.8418429192835895,-0.24502480529970405
247,NC_014328.1.region001,,47.857205817540766,,,,47.0,,,,,,sample_3,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1939770640193977,4630065,898126.4149189726,261130368.1091281,56.398855763175696,wgsim,0.03,270,1.0,-9.398855763175696,-0.16664975975119795
295,NC_014328.1.region001,,44.11882988100485,,,,44.0,,,,,,sample_0,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1892471612,4630065,876226.6574214781,275238314.26744413,59.44588559068698,wgsim,0.03,270,1.0,-15.445885590686977,-0.25983102845904593
343,NC_014328.1.region001,,48.22730277655355,,,,47.0,,,,,,sample_2,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.201106494,4630065,931136.13914211,288461881.54993606,62.30190754340081,wgsim,0.03,270,1.0,-15.301907543400809,-0.2456089732524029
391,NC_014328.1.region001,,32.67634420449537,,,,33.0,,,,,,sample_4,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1357723633,4630065,628634.8672826145,187444680.74849236,40.48424390337767,wgsim,0.03,270,1.0,-7.484243903377667,-0.18486806672838083
439,NC_014328.1.region001,,38.62852578228294,,,,38.0,,,,,,sample_1,1GB,mapping(filtered),1.0,NC_014328_1,region001,Genome1,0.1646787767,4630065,762473.4402414855,237421350.85278013,51.2781895832521,wgsim,0.03,270,1.0,-13.2781895832521,-0.2589441961809992
732,NC_014328.1.region001,,5.268113134444014,,,,5.0,,,,,,sample_3,0_1GB,mapping(unfiltered),0.995317320405465,NC_014328_1,region001,Genome1,0.1972397081,4630065,913232.6690840264,25659883.91099922,5.542013753802424,wgsim,0.03,270,0.1,-0.5420137538024239,-0.09780086767748339
780,NC_014328.1.region001,,5.063309513175525,,,,5.0,,,,,,sample_0,0_1GB,mapping(unfiltered),0.98677831643896,NC_014328_1,region001,Genome1,0.2126204027787379,4630065,984446.2851917372,28921356.1408916,6.246425512577383,wgsim,0.03,270,0.1,-1.2464255125773827,-0.19954220378801668
828,NC_014328.1.region001,,5.815198808801632,,,,5.0,,,,,,sample_2,0_1GB,mapping(unfiltered),0.998953283384751,NC_014328_1,region001,Genome1,0.2416189062,4630065,1118711.240934903,35494515.19591665,7.6660943628041185,wgsim,0.03,270,0.1,-2.6660943628041185,-0.34777739962868254
876,NC_014328.1.region001,,5.676712176712177,,,,5.0,,,,,,sample_4,0_1GB,mapping(unfiltered),0.992617893345086,NC_014328_1,region001,Genome1,0.2339774735,4630065,1083330.9108407774,31324248.845493257,6.765401532266449,wgsim,0.03,270,0.1,-1.7654015322664494,-0.26094556603132313
924,NC_014328.1.region001,,3.0345509539320616,,,,3.0,,,,,,sample_1,0_1GB,mapping(unfiltered),0.9471132657558397,NC_014328_1,region001,Genome1,0.1152034382,4630065,533399.407089483,16638327.685143868,3.593540843410161,wgsim,0.03,270,0.1,-0.5935408434101608,-0.16516880404979858
492,NC_014328.1.region001,,7.199129428618656,,,,7.0,,,,,,sample_3,0_2GB,mapping(unfiltered),0.999834728955487,NC_014328_1,region001,Genome1,0.1557078253,4630065,720937.3521476445,44075942.06491075,9.519508271462874,wgsim,0.03,270,0.2,-2.5195082714628736,-0.2646679008637174
540,NC_014328.1.region001,,13.716780520052886,,,,14.0,,,,,,sample_0,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.2926427936292642,4630065,1354955.1562850792,75662335.69786501,16.341527753468906,wgsim,0.03,270,0.2,-2.341527753468906,-0.14328695509952288
588,NC_014328.1.region001,,8.172818422212428,,,,8.0,,,,,,sample_2,0_2GB,mapping(unfiltered),1.0,NC_014328_1,region001,Genome1,0.178455683,4630065,826261.411909395,49199360.465085454,10.626062585532914,wgsim,0.03,270,0.2,-2.626062585532914,-0.2471341161784822
